#Classification	SRR20002475_bracken_P.kreport
k__Bacteria	740634
k__Bacteria|p__Proteobacteria	673109
k__Bacteria|p__Actinobacteria	36474
k__Bacteria|p__Firmicutes	31037
k__Bacteria|p__Deinococcus-Thermus	7
k__Bacteria|p__Bacteroidetes	5
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	825
k__Eukaryota|k__Fungi	804
k__Eukaryota|k__Fungi|p__Basidiomycota	795
k__Eukaryota|k__Fungi|p__Ascomycota	8
k__Eukaryota|k__Metazoa	18
k__Eukaryota|k__Metazoa|p__Chordata	18
k__Eukaryota|k__Viridiplantae	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
