#Classification	GQ11_bracken_C.kreport
k__Bacteria	230212
k__Bacteria|p__Actinobacteria	108928
k__Bacteria|p__Actinobacteria|c__Actinomycetia	108921
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	6
k__Bacteria|p__Firmicutes	67801
k__Bacteria|p__Firmicutes|c__Bacilli	66922
k__Bacteria|p__Firmicutes|c__Negativicutes	733
k__Bacteria|p__Firmicutes|c__Clostridia	145
k__Bacteria|p__Proteobacteria	44641
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	40316
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	4054
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	270
k__Bacteria|p__Bacteroidetes	6741
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	6292
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	449
k__Bacteria|p__Fusobacteria	2011
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2011
k__Bacteria|p__Spirochaetes	88
k__Bacteria|p__Spirochaetes|c__Spirochaetia	88
k__Eukaryota	4410
k__Eukaryota|k__Metazoa	4404
k__Eukaryota|k__Metazoa|p__Chordata	4404
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	4404
k__Eukaryota|k__Viridiplantae	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	6
k__Viruses	2
k__Viruses|k__Heunggongvirae	2
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	1
k__Viruses|k__Heunggongvirae|p__Peploviricota	1
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes	1
