#Classification	SRR20002444_bracken_P.kreport
k__Bacteria	12361575
k__Bacteria|p__Proteobacteria	10752824
k__Bacteria|p__Firmicutes	1608398
k__Bacteria|p__Actinobacteria	347
k__Bacteria|p__Deinococcus-Thermus	1
k__Bacteria|p__Bacteroidetes	3
k__Eukaryota	579
k__Eukaryota|k__Fungi	510
k__Eukaryota|k__Fungi|p__Basidiomycota	507
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Eukaryota|k__Metazoa	69
k__Eukaryota|k__Metazoa|p__Chordata	69
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
