name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	1196095	S	2	60	62	0.10197
Gilliamella apis	1970738	S	1	11	12	0.01974
Gilliamella sp. wkB7	3120264	S	1	17	18	0.02961
Frischella perrara	1267021	S	1	30	31	0.05099
Snodgrassella alvi	1196083	S	14	217	231	0.37993
Bartonella apihabitans	2750929	S	2	27	29	0.04770
Lactobacillus apis	303541	S	12	153	165	0.27138
Lactobacillus sp. IBH004	2879107	S	2	32	34	0.05592
Lactobacillus panisapium	2012495	S	1	15	16	0.02632
Bifidobacterium coryneforme	1687	S	2	2	4	0.00658
Apis mellifera filamentous virus	1100043	S	1	0	1	0.00164
