name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Escherichia coli_F	133042	S	366	1512549	1512915	0.28967
Escherichia coli	133040	S	202	1224773	1224975	0.23454
Escherichia ruysiae	133045	S	100	340349	340449	0.06518
Escherichia sp002965065	133046	S	84	132569	132653	0.02540
Escherichia albertii	133039	S	22	30308	30330	0.00581
Escherichia fergusonii	133043	S	17	91047	91064	0.01744
Escherichia whittamii	133049	S	14	11026	11040	0.00211
Klebsiella pneumoniae	133145	S	63	291287	291350	0.05578
Enterobacter roggenkampii	132985	S	55	92048	92103	0.01763
Enterobacter hormaechei_C	132973	S	7	24619	24626	0.00472
Citrobacter_A rodentium	132909	S	29	36152	36181	0.00693
Citrobacter_A sp019415335	132912	S	11	26636	26647	0.00510
Citrobacter_B koseri	132914	S	40	59772	59812	0.01145
Salmonella diarizonae	133436	S	7	4028	4035	0.00077
Salmonella enterica	133437	S	2	3042	3044	0.00058
Morganella morganii_E	133235	S	3	4872	4875	0.00093
Stutzerimonas stutzeri_AO	139038	S	14	36348	36362	0.00696
Stutzerimonas stutzeri	139027	S	4	15848	15852	0.00304
Stutzerimonas stutzeri_U	139055	S	1	8013	8014	0.00153
Stutzerimonas frequens	139002	S	1	797	798	0.00015
Pseudomonas aeruginosa	138123	S	6	20386	20392	0.00390
Pseudomonas nitroreducens_A	138133	S	1	494	495	0.00009
Pseudomonas paraeruginosa	138137	S	1	2212	2213	0.00042
Pseudomonas_E farsensis	138290	S	1	433	434	0.00008
Moraxella sp002224245	137321	S	10	3918	3928	0.00075
Neptuniibacter sp946221045	137589	S	1	430	431	0.00008
Aquabacterium parvum	126468	S	16	74722	74738	0.01431
Oxalobacter sp934401755	127881	S	12	33954	33966	0.00650
Paraburkholderia phytofirmans	128028	S	2	408	410	0.00008
Paraburkholderia agricolaris	127963	S	1	169	170	0.00003
Paraburkholderia phenoliruptrix	128024	S	1	1174	1175	0.00022
Advenella sp023423975	126402	S	4	2411	2415	0.00046
Aromatoleum evansii	130637	S	1	540	541	0.00010
Azospirillum brasilense	114111	S	3	860	863	0.00017
Bradyrhizobium sp029051725	120634	S	9	753	762	0.00015
Sphingobium yanoikuyae_A	124910	S	1	1242	1243	0.00024
Corynebacterium marquesiae	46095	S	15	1281	1296	0.00025
Corynebacterium curieae	46025	S	13	625	638	0.00012
Corynebacterium pseudokroppenstedtii	46126	S	4	2244	2248	0.00043
Corynebacterium kefirresidentii	46075	S	4	6142	6146	0.00118
Corynebacterium sp946222835	46230	S	3	444	447	0.00009
Corynebacterium sp900539985	46203	S	2	194	196	0.00004
Corynebacterium jeikeium_D	46072	S	1	360	361	0.00007
Lawsonella clevelandensis_A	46365	S	5	860	865	0.00017
Lawsonella sp018376445	46367	S	1	241	242	0.00005
Mycobacterium llatzerense	46513	S	1	31	32	0.00001
Cutibacterium acnes	48418	S	23	60221	60244	0.01153
Cutibacterium modestum	48421	S	1	333	334	0.00006
Streptomyces morookaensis	49279	S	18	7568	7586	0.00145
Actinacidiphila cocklensis	48792	S	11	5085	5096	0.00098
Rothia terrae	45271	S	3	24938	24941	0.00478
Dermacoccus nishinomiyaensis	43368	S	1	2838	2839	0.00054
Varibaculum massiliense	42680	S	1	594	595	0.00011
Collinsella sp018363345	50774	S	35	177473	177508	0.03399
Limiplasma sp023404345	57525	S	159	51928	52087	0.00997
JAEWCC01 sp023459495	58946	S	60	67322	67382	0.01290
CAG-273 sp944391885	70838	S	23	2509	2532	0.00048
Vescimonas sp004557655	67961	S	10	15035	15045	0.00288
Gemmiger qucibialis	68499	S	1	1455	1456	0.00028
JAEXAX01 sp023458035	62006	S	1	346	347	0.00007
Sellimonas intestinalis	63268	S	1	534	535	0.00010
Criibacterium bergeronii	69972	S	1	2981	2982	0.00057
Staphylococcus epidermidis	57090	S	75	669845	669920	0.12827
Staphylococcus borealis	57072	S	1	1124	1125	0.00022
Gemella asaccharolytica	56981	S	3	7705	7708	0.00148
Streptococcus anginosus	55848	S	1	1426	1427	0.00027
Limosilactobacillus fermentum	55598	S	2	2714	2716	0.00052
Limosilactobacillus portuensis	55617	S	1	412	413	0.00008
Aerococcus christensenii	54936	S	1	1386	1387	0.00027
Metasolibacillus sp002360295	53773	S	2	503	505	0.00010
Alistipes onderdonkii	80996	S	1	2580	2581	0.00049
Alistipes putredinis	80998	S	1	2864	2865	0.00055
Parabacteroides merdae	81448	S	1	2653	2654	0.00051
Chryseobacterium mucoviscidosis	89091	S	6	2432	2438	0.00047
QKMZ01 sp013823055	98635	S	1	29	30	0.00001
Deinococcus radiodurans	98793	S	1	1423	1424	0.00027
UBA6265 sp023424355	94931	S	1	320	321	0.00006
