#Classification	NS39_bracken_C.kreport
k__Bacteria	4380222
k__Bacteria|p__Firmicutes	3380222
k__Bacteria|p__Firmicutes|c__Clostridia	3299673
k__Bacteria|p__Firmicutes|c__Negativicutes	60478
k__Bacteria|p__Firmicutes|c__Bacilli	8539
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	6559
k__Bacteria|p__Firmicutes|c__Tissierellia	4971
k__Bacteria|p__Actinobacteria	189364
k__Bacteria|p__Actinobacteria|c__Actinomycetia	169563
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	19801
k__Bacteria|p__Bacteroidetes	746386
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	746386
k__Bacteria|p__Proteobacteria	53277
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	40286
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2303
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	10677
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	11
k__Bacteria|p__Verrucomicrobia	10736
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	10736
k__Bacteria|p__Spirochaetes	114
k__Bacteria|p__Spirochaetes|c__Spirochaetia	114
k__Bacteria|p__Fusobacteria	60
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	60
k__Bacteria|p__Candidatus_Saccharibacteria	38
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	38
k__Bacteria|p__Synergistetes	21
k__Bacteria|p__Synergistetes|c__Synergistia	21
k__Eukaryota	48
k__Eukaryota|k__Viridiplantae	48
k__Eukaryota|k__Viridiplantae|p__Streptophyta	48
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	48
k__Viruses	29824
k__Viruses|k__Heunggongvirae	29824
k__Viruses|k__Heunggongvirae|p__Uroviricota	29824
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	29824
