#Classification	S-19-POLPIL-B_bracken_F.kreport
k__Bacteria	2755
k__Bacteria|p__Proteobacteria	1849
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1599
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1599
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	1599
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	250
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	139
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	139
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	109
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	106
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	1
k__Bacteria|p__Cyanobacteria	585
k__Bacteria|p__Cyanobacteria|o__Nostocales	585
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	585
k__Bacteria|p__Actinobacteria	3
k__Bacteria|p__Actinobacteria|c__Actinomycetia	3
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	3
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	3
k__Bacteria|p__Acidobacteria	317
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	317
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	317
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	317
k__Bacteria|p__Bacteroidetes	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	1
k__Eukaryota	15
k__Eukaryota|k__Metazoa	15
k__Eukaryota|k__Metazoa|p__Chordata	15
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	15
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	15
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates|f__Hominidae	15
