name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apis	1970738	S	687	1021	1708	0.10471
Gilliamella apicola	1196095	S	680	2861	3541	0.21709
Gilliamella sp. wkB7	3120264	S	195	1014	1209	0.07412
Frischella perrara	1267021	S	1235	1893	3128	0.19177
Rahnella victoriana	1510570	S	88	231	319	0.01956
Rahnella bonaserana	2816248	S	32	117	149	0.00913
Rahnella aceris	2703885	S	8	24	32	0.00196
Buttiauxella agrestis	82977	S	3	14	17	0.00104
Snodgrassella alvi	1196083	S	761	755	1516	0.09294
Commensalibacter melissae	2070537	S	37	74	111	0.00681
Parasaccharibacter apium	1510841	S	1	29	30	0.00184
Lactobacillus apis	303541	S	1264	750	2014	0.12347
Lactobacillus sp. IBH004	2879107	S	454	636	1090	0.06683
Lactobacillus sp. wkB8	1545702	S	3	67	70	0.00429
Lactobacillus kullabergensis	1218493	S	151	277	428	0.02624
Lactobacillus panisapium	2012495	S	46	27	73	0.00448
Lactobacillus helsingborgensis	1218494	S	42	465	507	0.03108
Apilactobacillus kunkeei	148814	S	75	79	154	0.00944
Latilactobacillus sakei	1599	S	1	5	6	0.00037
Bifidobacterium coryneforme	1687	S	79	35	114	0.00699
Bifidobacterium asteroides	1684	S	36	5	41	0.00251
Cutibacterium acnes	1747	S	2	4	6	0.00037
Apis mellifera filamentous virus	1100043	S	40	0	40	0.00245
