#Classification	S-25-POLJUN-B_bracken_O.kreport
k__Bacteria	33632
k__Bacteria|p__Proteobacteria	19943
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	10332
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	10332
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	9053
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	7901
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	350
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	800
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	553
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	37
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	516
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	4
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	4
k__Bacteria|p__Cyanobacteria	6898
k__Bacteria|p__Cyanobacteria|o__Nostocales	6851
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	46
k__Bacteria|p__Actinobacteria	3620
k__Bacteria|p__Actinobacteria|c__Actinomycetia	3216
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	690
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	228
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	726
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	1313
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	78
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	3
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	175
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	1
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	404
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	404
k__Bacteria|p__Firmicutes	1195
k__Bacteria|p__Firmicutes|c__Tissierellia	1195
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	1195
k__Bacteria|p__Acidobacteria	1486
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	1486
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	1486
k__Bacteria|p__Bacteroidetes	407
k__Bacteria|p__Bacteroidetes|c__Cytophagia	276
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	276
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	127
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	127
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	3
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	3
k__Bacteria|p__Planctomycetes	78
k__Bacteria|p__Planctomycetes|c__Planctomycetia	78
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	54
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Isosphaerales	24
k__Bacteria|p__Chlamydiae	2
k__Bacteria|p__Chlamydiae|c__Chlamydiia	2
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales	2
k__Eukaryota	244
k__Eukaryota|k__Metazoa	197
k__Eukaryota|k__Metazoa|p__Chordata	197
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	197
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	197
k__Eukaryota|k__Fungi	10
k__Eukaryota|k__Fungi|p__Ascomycota	10
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	6
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales	6
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes	4
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales	4
k__Eukaryota|k__Viridiplantae	36
k__Eukaryota|k__Viridiplantae|p__Streptophyta	36
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	36
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	36
