#Classification	SRR20002425_bracken_P.kreport
k__Bacteria	3769999
k__Bacteria|p__Proteobacteria	2948823
k__Bacteria|p__Firmicutes	650383
k__Bacteria|p__Actinobacteria	156138
k__Bacteria|p__Deinococcus-Thermus	2196
k__Bacteria|p__Cyanobacteria	89
k__Bacteria|p__Tenericutes	2
k__Bacteria|p__Bacteroidetes	11642
k__Bacteria|p__Verrucomicrobia	355
k__Bacteria|p__Chlamydiae	156
k__Bacteria|p__Fusobacteria	168
k__Bacteria|p__Spirochaetes	37
k__Bacteria|p__Nitrospirae	6
k__Eukaryota	15057
k__Eukaryota|k__Fungi	8695
k__Eukaryota|k__Fungi|p__Basidiomycota	8528
k__Eukaryota|k__Fungi|p__Ascomycota	166
k__Eukaryota|k__Metazoa	2035
k__Eukaryota|k__Metazoa|p__Chordata	2035
k__Eukaryota|k__Viridiplantae	4326
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4326
k__Eukaryota|p__Apicomplexa	1
k__Archaea	420
k__Archaea|p__Euryarchaeota	420
k__Viruses	514
k__Viruses|k__Heunggongvirae	514
k__Viruses|k__Heunggongvirae|p__Uroviricota	514
