#Classification	SRR20002434_bracken_P.kreport
k__Bacteria	455696
k__Bacteria|p__Proteobacteria	269618
k__Bacteria|p__Deinococcus-Thermus	54447
k__Bacteria|p__Firmicutes	88864
k__Bacteria|p__Actinobacteria	38889
k__Bacteria|p__Cyanobacteria	7
k__Bacteria|p__Chloroflexi	7
k__Bacteria|p__Bacteroidetes	3507
k__Bacteria|p__Ignavibacteriae	1
k__Bacteria|p__Verrucomicrobia	290
k__Bacteria|p__Chlamydiae	17
k__Bacteria|p__Planctomycetes	2
k__Bacteria|p__Fusobacteria	19
k__Bacteria|p__Acidobacteria	12
k__Bacteria|p__Aquificae	6
k__Bacteria|p__Synergistetes	5
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Eukaryota	10181
k__Eukaryota|k__Metazoa	7102
k__Eukaryota|k__Metazoa|p__Chordata	7102
k__Eukaryota|k__Fungi	2014
k__Eukaryota|k__Fungi|p__Basidiomycota	1930
k__Eukaryota|k__Fungi|p__Ascomycota	84
k__Eukaryota|k__Viridiplantae	539
k__Eukaryota|k__Viridiplantae|p__Streptophyta	539
k__Eukaryota|p__Apicomplexa	524
k__Archaea	57
k__Archaea|p__Euryarchaeota	57
k__Viruses	268
k__Viruses|k__Heunggongvirae	268
k__Viruses|k__Heunggongvirae|p__Uroviricota	268
