name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella sp946481345	133105	S	58	2077	2135	0.12230
Gilliamella apis_A	133086	S	46	915	961	0.05505
Gilliamella apicola	133069	S	41	400	441	0.02526
Gilliamella apicola_N	133081	S	36	386	422	0.02417
Gilliamella sp946482005	133106	S	35	1093	1128	0.06462
Gilliamella sp946480175	133104	S	10	64	74	0.00424
Gilliamella apis	133085	S	9	109	118	0.00676
Gilliamella sp002142215	133091	S	5	63	68	0.00390
Gilliamella sp945271295	133099	S	3	3	6	0.00034
Gilliamella apicola_R	133084	S	3	61	64	0.00367
Gilliamella apicola_P	133082	S	1	17	18	0.00103
Frischella perrara	133059	S	315	1155	1470	0.08421
Enterobacter_D kobei_A	133001	S	1	33	34	0.00195
Snodgrassella alvi	130431	S	76	437	513	0.02939
Snodgrassella sp946481965	130443	S	3	17	20	0.00115
Vogesella mureinivorans	129842	S	4	39	43	0.00246
Limnobacter parvus	127534	S	1	1	2	0.00011
Acinetobacter junii	137104	S	2	1209	1211	0.06937
M0108 sp009928645	131728	S	1	1	2	0.00011
Commensalibacter melissae	113763	S	23	47	70	0.00401
Bombella apis	113693	S	1	4	5	0.00029
Lactobacillus helsingborgensis	55384	S	251	1862	2113	0.12104
Lactobacillus apis	55371	S	95	334	429	0.02457
Lactobacillus melliventris	55401	S	63	406	469	0.02687
Lactobacillus sp016100975	55419	S	31	276	307	0.01759
Lactobacillus sp946477855	55442	S	21	323	344	0.01971
Lactobacillus sp945290125	55440	S	18	68	86	0.00493
Lactobacillus sp946482425	55444	S	12	580	592	0.03391
Lactobacillus kimbladii_B	55397	S	10	164	174	0.00997
Lactobacillus huangpiensis	55387	S	10	86	96	0.00550
Lactobacillus kimbladii	55396	S	7	111	118	0.00676
Lactobacillus kullabergensis	55399	S	5	70	75	0.00430
Lactobacillus sp946479925	55443	S	4	69	73	0.00418
Lactobacillus laiwuensis	55400	S	3	30	33	0.00189
Lactobacillus sp946482465	55445	S	1	14	15	0.00086
Bombilactobacillus mellis	55231	S	134	1802	1936	0.11090
Bombilactobacillus mellifer	55230	S	105	583	688	0.03941
Bombilactobacillus mellis_A	55232	S	20	535	555	0.03179
Bifidobacterium indicum	42787	S	4	32	36	0.00206
Bifidobacterium asteroides_H	42753	S	2	125	127	0.00728
Bifidobacterium choladohabitans	42770	S	2	95	97	0.00556
Bifidobacterium asteroides_J	42755	S	1	42	43	0.00246
Bifidobacterium polysaccharolyticum	42812	S	1	19	20	0.00115
Apibacter sp945280365	89010	S	17	121	138	0.00791
Paramuribaculum intestinale	79834	S	1	11	12	0.00069
Lepagella sp009775375	79639	S	1	10	11	0.00063
DMER64 sp002427525	82499	S	1	8	9	0.00052
CAMLLW01 sp946481295	63976	S	9	22	31	0.00178
