#Classification	S-5-DICUND-B_bracken_P.kreport
k__Bacteria	220
k__Bacteria|p__Proteobacteria	159
k__Bacteria|p__Actinobacteria	54
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Acidobacteria	4
k__Bacteria|p__Planctomycetes	1
k__Eukaryota	44
k__Eukaryota|k__Metazoa	42
k__Eukaryota|k__Metazoa|p__Chordata	42
k__Eukaryota|k__Viridiplantae	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2
