#Classification	SRR20002478_bracken_P.kreport
k__Bacteria	77361
k__Bacteria|p__Proteobacteria	62770
k__Bacteria|p__Actinobacteria	711
k__Bacteria|p__Firmicutes	13819
k__Bacteria|p__Deinococcus-Thermus	50
k__Bacteria|p__Bacteroidetes	8
k__Eukaryota	271
k__Eukaryota|k__Metazoa	191
k__Eukaryota|k__Metazoa|p__Chordata	191
k__Eukaryota|k__Fungi	64
k__Eukaryota|k__Fungi|p__Basidiomycota	59
k__Eukaryota|k__Fungi|p__Ascomycota	5
k__Eukaryota|k__Viridiplantae	14
k__Eukaryota|k__Viridiplantae|p__Streptophyta	14
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
