name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Corynebacterium evansiae	46035	S	14	970	984	0.18538
Corynebacterium kroppenstedtii_B	46077	S	5	57	62	0.01168
Corynebacterium sp946221155	46226	S	5	50	55	0.01036
Corynebacterium sp022345965	46166	S	2	87	89	0.01677
Corynebacterium jeikeium	46070	S	1	63	64	0.01206
Lawsonella clevelandensis_A	46365	S	8	85	93	0.01752
Lawsonella sp018376445	46367	S	1	8	9	0.00170
Mycobacterium llatzerense	46513	S	4	18	22	0.00414
Gordonia sputi	46350	S	3	13	16	0.00301
Cutibacterium acnes	48418	S	51	1558	1609	0.30313
Cutibacterium modestum	48421	S	5	25	30	0.00565
Cutibacterium namnetense	48422	S	3	8	11	0.00207
Nocardioides furvisabuli	48132	S	1	3	4	0.00075
Kocuria rosea	45136	S	2	5	7	0.00132
Micrococcus cohnii	45155	S	1	5	6	0.00113
Winkia anitrata	42687	S	2	15	17	0.00320
UBA3913 sp002391425	44759	S	3	4	7	0.00132
Stutzerimonas stutzeri_AO	139038	S	44	631	675	0.12717
Stutzerimonas stutzeri	139027	S	6	123	129	0.02430
Stutzerimonas stutzeri_C	139043	S	1	11	12	0.00226
Pseudomonas aeruginosa	138123	S	14	331	345	0.06500
Pseudomonas paraeruginosa	138137	S	1	10	11	0.00207
Pseudomonas_E sp023388335	138781	S	2	2	4	0.00075
Pseudomonas_E mendocina_D	138447	S	1	14	15	0.00283
Thiopseudomonas sp012719655	139069	S	5	6	11	0.00207
Thiopseudomonas sp001513025	139064	S	1	2	3	0.00057
Aquabacterium parvum	126468	S	21	225	246	0.04635
Paraburkholderia phenoliruptrix	128024	S	5	42	47	0.00885
Hylemonella sp019745555	127248	S	2	29	31	0.00584
Comamonas sp947306475	126876	S	1	8	9	0.00170
Pandoraea cepalis	127932	S	2	17	19	0.00358
Hydrogenophilus thermoluteolus	130841	S	1	8	9	0.00170
Proteus mirabilis	133356	S	5	50	55	0.01036
Rahnella ecdela	133407	S	2	7	9	0.00170
CU05-9 sp943913335	140813	S	3	5	8	0.00151
Sphingomonas sp002083655	125140	S	2	6	8	0.00151
Paracraurococcus ruber_A	113987	S	5	11	16	0.00301
Streptococcus sp000187445	56205	S	6	95	101	0.01903
Streptococcus sp002238115	56234	S	1	125	126	0.02374
Lactobacillus sp930989465	55437	S	1	11	12	0.00226
Lactobacillus crispatus	55376	S	1	16	17	0.00320
Limosilactobacillus fermentum	55598	S	1	10	11	0.00207
Staphylococcus epidermidis	57090	S	5	170	175	0.03297
Staphylococcus saccharolyticus	57118	S	1	6	7	0.00132
Staphylococcus capitis	57076	S	1	6	7	0.00132
Abyssicoccus albus	56980	S	2	9	11	0.00207
Bacteroides fragilis	76941	S	3	51	54	0.01017
Mediterraneibacter torques	62435	S	1	15	16	0.00301
