#Classification	NS28_bracken_O.kreport
k__Bacteria	13326820
k__Bacteria|p__Bacteroidetes	7024801
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	7020060
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	7020025
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales	34
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	2756
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	2756
k__Bacteria|p__Bacteroidetes|c__Cytophagia	872
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	872
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	376
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	376
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	320
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	320
k__Bacteria|p__Bacteroidetes|o__Bacteroidetes_Order_II._Incertae_sedis	415
k__Bacteria|p__Rhodothermaeota	74
k__Bacteria|p__Rhodothermaeota|c__Rhodothermia	74
k__Bacteria|p__Rhodothermaeota|c__Rhodothermia|o__Rhodothermales	74
k__Bacteria|p__Chlorobi	37
k__Bacteria|p__Chlorobi|c__Chlorobia	37
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales	37
k__Bacteria|p__Ignavibacteriae	2
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria	2
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales	2
k__Bacteria|p__Gemmatimonadetes	12
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	12
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales	12
k__Bacteria|p__Fibrobacteres	7
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria	7
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales	7
k__Bacteria|p__Firmicutes	4708700
k__Bacteria|p__Firmicutes|c__Clostridia	4051714
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	4051286
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	388
