#Classification	GQ38_bracken_C.kreport
k__Bacteria	4655638
k__Bacteria|p__Firmicutes	2765105
k__Bacteria|p__Firmicutes|c__Clostridia	2721998
k__Bacteria|p__Firmicutes|c__Negativicutes	12344
k__Bacteria|p__Firmicutes|c__Bacilli	22040
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	8711
k__Bacteria|p__Firmicutes|c__Tissierellia	11
k__Bacteria|p__Actinobacteria	106879
k__Bacteria|p__Actinobacteria|c__Actinomycetia	65634
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	41244
k__Bacteria|p__Bacteroidetes	1737459
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	1737459
k__Bacteria|p__Proteobacteria	46174
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	46116
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	12
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	42
k__Bacteria|p__Spirochaetes	15
k__Bacteria|p__Spirochaetes|c__Spirochaetia	15
k__Bacteria|p__Verrucomicrobia	3
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	3
k__Bacteria|p__Fusobacteria	1
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1
k__Eukaryota	5
k__Eukaryota|k__Viridiplantae	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	5
k__Viruses	85
k__Viruses|k__Heunggongvirae	85
k__Viruses|k__Heunggongvirae|p__Uroviricota	85
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	85
