#Classification	SRR5091506_bracken_C.kreport
k__Bacteria	8071711
k__Bacteria|p__Bacteroidetes	5955154
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5955154
k__Bacteria|p__Firmicutes	1554618
k__Bacteria|p__Firmicutes|c__Clostridia	1526053
k__Bacteria|p__Firmicutes|c__Negativicutes	21705
k__Bacteria|p__Firmicutes|c__Bacilli	4762
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2094
k__Bacteria|p__Firmicutes|c__Tissierellia	3
k__Bacteria|p__Actinobacteria	53228
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	30742
k__Bacteria|p__Actinobacteria|c__Actinomycetia	22486
k__Bacteria|p__Proteobacteria	459354
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	454922
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	3378
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	411
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	427
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	213
k__Bacteria|p__Verrucomicrobia	49297
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	49297
k__Bacteria|p__Fusobacteria	43
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	43
k__Bacteria|p__Candidatus_Saccharibacteria	8
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	8
k__Bacteria|p__Spirochaetes	4
k__Bacteria|p__Spirochaetes|c__Spirochaetia	4
k__Bacteria|p__Synergistetes	2
k__Bacteria|p__Synergistetes|c__Synergistia	2
k__Eukaryota	87
k__Eukaryota|k__Viridiplantae	44
k__Eukaryota|k__Viridiplantae|p__Streptophyta	44
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	44
k__Eukaryota|k__Metazoa	43
k__Eukaryota|k__Metazoa|p__Chordata	43
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	43
k__Viruses	4315
k__Viruses|k__Heunggongvirae	4314
k__Viruses|k__Heunggongvirae|p__Uroviricota	4314
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	4314
k__Viruses|k__Sangervirae	1
k__Viruses|k__Sangervirae|p__Phixviricota	1
k__Viruses|k__Sangervirae|p__Phixviricota|c__Malgrandaviricetes	1
