#Classification	SRR20002468_bracken_P.kreport
k__Bacteria	4299189
k__Bacteria|p__Proteobacteria	3110976
k__Bacteria|p__Actinobacteria	1168700
k__Bacteria|p__Firmicutes	18557
k__Bacteria|p__Bacteroidetes	953
k__Bacteria|p__Verrucomicrobia	1
k__Eukaryota	838
k__Eukaryota|k__Metazoa	825
k__Eukaryota|k__Metazoa|p__Chordata	825
k__Eukaryota|k__Fungi	8
k__Eukaryota|k__Fungi|p__Ascomycota	5
k__Eukaryota|k__Fungi|p__Basidiomycota	3
k__Eukaryota|k__Viridiplantae	4
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4
k__Eukaryota|p__Apicomplexa	1
