#Classification	SRR20002353_bracken_P.kreport
k__Bacteria	1724704
k__Bacteria|p__Proteobacteria	1591024
k__Bacteria|p__Actinobacteria	89760
k__Bacteria|p__Firmicutes	40648
k__Bacteria|p__Deinococcus-Thermus	1140
k__Bacteria|p__Cyanobacteria	27
k__Bacteria|p__Chloroflexi	9
k__Bacteria|p__Bacteroidetes	1925
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Chlamydiae	121
k__Bacteria|p__Verrucomicrobia	17
k__Bacteria|p__Planctomycetes	4
k__Bacteria|p__Fusobacteria	12
k__Bacteria|p__Candidatus_Saccharibacteria	10
k__Bacteria|p__Acidobacteria	5
k__Eukaryota	9444
k__Eukaryota|k__Fungi	3494
k__Eukaryota|k__Fungi|p__Ascomycota	1904
k__Eukaryota|k__Fungi|p__Basidiomycota	1590
k__Eukaryota|k__Metazoa	2153
k__Eukaryota|k__Metazoa|p__Chordata	2153
k__Eukaryota|k__Viridiplantae	3733
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3733
k__Eukaryota|p__Euglenozoa	51
k__Eukaryota|p__Apicomplexa	12
k__Archaea	10
k__Archaea|p__Euryarchaeota	6
k__Archaea|p__Thaumarchaeota	4
k__Viruses	74
k__Viruses|k__Heunggongvirae	74
k__Viruses|k__Heunggongvirae|p__Uroviricota	74
