feature	Acidovorax	Acinetobacter	Actinomyces	Agrobacterium	Alcaligenes	Anoxybacillus	Aquabacterium	Azospirillum	Bacillus	Bifidobacterium	Brevundimonas	Burkholderia	Comamonas	Corynebacterium	Cupriavidus	Cutibacterium	Dermacoccus	Effusibacillus	Enterococcus	Escherichia	Haemophilus	Halomonas	Herbaspirillum	Hydrogenophilus	Hylemonella	Klebsiella	Kocuria	Lactobacillus	Lawsonella	Limosilactobacillus	Listeria	Meiothermus	Microbacterium	Micrococcus	Moraxella	Mycobacterium	NICIL.2	Neisseria	Paraburkholderia	Paracoccus	Phocaeicola	Prevotella	Pseudomonas	Rothia	Salmonella	Sphingobium	Staphylococcus	Stenotrophomonas	Streptococcus	Stutzerimonas	Tepidimonas	Thermoflavifilum	Thiopseudomonas
SRR20002340	0.00501575630252101	0.0277836134453781	0	0.0029936974789916	0.00932247899159664	0	0.0560136554621849	0.00984768907563025	0	0	0	0	0	0.00458245798319328	0.00386029411764706	0.0514705882352941	0	0	0	0.00720850840336134	0	0	0.00969012605042017	0	0.0071297268907563	0	0	0	0	0	0	0	0	0.0038734243697479	0.00355829831932773	0.00753676470588235	0	0	0.0451286764705882	0.00263918067226891	0	0	0.417043067226891	0	0	0.00388655462184874	0	0	0.00349264705882353	0.317922794117647	0	0	0
SRR20002343	0.00454218957436834	0.0199625226682705	0	0.00163093363728404	0	0.0143409229088397	0.0422348780804883	0.00279438549125638	0	0	0	0	0	0.00556119480990168	0.00224417519011145	0.0580176408715646	0.000853548199866846	0.0045461290275985	0	0	0	0.000952034530620713	0.0064633295996071	0.0030622683109069	0.00569250991757351	0	0	0	0	0	0	0.0912101606377712	0.00078395119280078	0.00379894606494583	0.00182134054340818	0.00195396880215672	0.0243589524731231	0	0.0346790067850516	0	0	0	0.3237166902815	0	0	0.00182002739233146	0.13362100096254	0	0.000829911480485918	0.198839962338827	0.000839103538022946	0.00882831468877663	0
SRR20002345	0.00394417787195076	0.0154420415278197	0	0.00140027553808975	0.114947838709611	0.00473876237816884	0.0351249468737103	0.011149847961285	0.000466074116050402	0	0.00122370120337462	0.00200391338002287	0	0.00232421101043636	0.00238375351865426	0.223637554486528	0	0.00328818368658466	0	0	0	0.000818196190511388	0.00580231476633672	0.00182733904530774	0.00461043800700959	0	0.000559494258254337	0	0.0182826298078009	0	0	0.0543099536595031	0.00146597761612329	0.00268351924968227	0.00891700390311407	0.00360232174718251	0.00397702891096753	0	0.0308912692204243	0	0	0	0.277043077978101	0	0	0.00129761604116235	0.00383741199514626	0	0.000598504867086749	0.153294240596903	0.00107484493282989	0.00303153494426616	0
SRR20002351	0.00341504941696436	0.0164932927800311	0.00891805650854942	0.00171833804860498	0.015929033031805	0	0.0430842791729171	0	0.00179304839854433	0	0	0.000774628365160598	0	0.0157894426411288	0.00341111729328334	0.187349964905796	0.00120912803191312	0	0.00065666465473005	0.00387117576396248	0.00186579268664317	0.000967302425530493	0.0079448558974974	0	0.00547744828765844	0.00161610283289851	0	0.000926015126879801	0.00837149131688788	0.00163772951314411	0.00141949664884759	0	0	0.000853270838780963	0	0.00372765324960531	0	0.0249925781165521	0.0444054727297392	0.000827712034854344	0	0	0.30796392669735	0.00357823254972662	0.00555805682311931	0.00454160285157609	0.0100111868918725	0	0.0437704347552548	0.21513041871219	0	0	0
SRR20002352	0.000380150757859434	0.00348647900623545	0	0.000345147583152891	0	0	0.0092595607508588	0	0	0	0	0.000364684238803054	0	0	0.000534815948423229	0.014413981733227	0.000249906386858343	0	0	0.000293863862071211	0	0	0.00161014603650098	0	0.00121534278690393	0	0	0	0.000847402438825847	0	0	0	0	0.000402943522784625	0	0.000260488742002182	0	0	0.00945981147127298	0	0	0	0.0631750321540791	0	0.000345147583152891	0.000438760724809925	0.842126727772984	0	0.00377464467707536	0.0470149618221187	0	0	0
SRR20002353	0.00368143025517956	0.0266965819854873	0	0.00263415742463186	0.00928700245665355	0	0.0696915692762102	0.0017395379219267	0	0	0	0	0	0	0.00407193876826515	0.0388058959685321	0.00205549480978685	0	0	0	0	0.00112892461055651	0.0118998594169353	0	0.00742321182601781	0	0.00159398474886753	0	0	0	0	0.000489910680052825	0	0.00129932832535749	0	0.00188864117237756	0	0	0.0514264210959799	0	0	0	0.377465528748527	0	0	0.00291816361596683	0	0.00658894363897133	0	0.377213473253717	0	0	0
SRR20002355	0.00327141565619379	0.0104014241376418	0	0.0025537546717866	0.00584381087302993	0	0.0593887765278257	0	0	0	0	0.00231142758614262	0	0.00179881259728034	0.00356966437698638	0.0955234731063536	0	0	0	0	0	0	0.00961852124556122	0	0.00773582619555796	0	0.00215298295322155	0	0.00178017205223081	0	0	0	0	0.00310365075074795	0	0.0016030868742602	0	0	0.0533212791142013	0	0	0	0.430988042090351	0	0	0.00231142758614262	0	0	0	0.302722451604485	0	0	0
SRR20002356	0	0.000637758749878454	0	0	0	0.00111250293140233	0.00245665814415064	0	0	0	0	0	0	0.000809353032356962	0	0.0112394255023423	0	0	0	0.00440997305969765	0	0	0.000503343228603623	0	0.000391806944992593	0.0103242559957902	0	0	0	0	0	0.01265507833279	0	0.000835092174728738	0	0	0.00253387557126597	0	0.00289136365976286	0	0	0	0.925445144167796	0	0	0	0	0	0.00918315401730814	0.0135159096498905	0	0.00105530483724282	0
SRR20002360	0.00405251447053516	0.0124710398140431	0.00154454325103416	0.00140691068411032	0.00159806702706009	0	0.0463210050235887	0.00513063624477187	0	0	0	0	0	0.00334905912848	0.00272971257732274	0.0892394271426715	0	0	0	0	0	0	0.00581879907939105	0	0.0067822270478579	0	0.00180451587744585	0	0.00131515563949443	0	0	0	0	0.00811267519478831	0	0.00514592875220786	0	0	0.0438053875503697	0	0	0	0.546378351926474	0	0	0.00227858360796128	0.0015904207733421	0	0	0.20912503918705	0	0	0
SRR20002363	0.00044281525332492	0.00193362660618548	0	0.0002947489029944	0.000240319528106545	0	0.00826265586750968	0	0	0	0	0.000355636000326576	0	0	0.000839042651872947	0.00335109668271411	0	0	0	0	0	0	0.00159044478485867	0	0.00099864064942547	0	0	0	0.000230171678551182	0	0	9.54820389981858e-05	0	0	0.000207108384107176	0.00339906833515764	0	0	0.00762288007963294	0	0	0	0.0517097512070175	0	0	0.000350562075548895	0.860778423088756	0	0.0133222814026358	0.0439752447822756	0	0	0
SRR20002365	0.00232767020939502	0.0167678023886614	0	0.00273983699161133	0	0	0.0572506807899307	0	0	0	0	0.00349269654756714	0	0.00485546764252513	0.00309482456704619	0.176650394417403	0	0	0	0	0	0	0.00864359009179645	0	0.008219510974834	0	0	0	0.00429082297555827	0	0	0.0011626438712229	0.00163675479411912	0	0.00134847629326262	0.00229431567210584	0	0.00140327303309485	0.0388365937393534	0	0	0	0.350510920037262	0.0147117334114782	0	0.0029733187526356	0.00306147002975701	0	0	0.29372720276938	0	0	0
SRR20002368	0.000511066747257184	0.00229464725785106	0	0.00025704899268926	0.00178236801534534	0	0.00680270459190138	0.000186118020650007	0	0	0	0	0	0.000173386820540397	0.000414067127374445	0.00868813470337213	0.000298273831139424	0	0	0	0	0.000284936383405548	0.000969996198827396	0	0.000840259207234232	0	0.000138224458332904	0	0.000415279622622979	0	0	0	0	0.000250986516446589	0	0.000205517944626554	0	0	0.00522161078781273	0	0	0	0.0514061610521064	0	0	0.000264323964180465	0.887037273922683	0	0	0.0315576138336008	0	0	0
SRR20002369	0	0	0	0	0	0	0	0	0	0.184226717628414	0	0	0	0	0	0.000526708306143377	0	0	0	0.13764799105062	0.645835275473105	0	0	0	0	0	0	0.00678428265125385	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000992821851403002	0.000722475995152419	0	0	0	0.0204647152046238	0	0.00221403933998322	0.00058497249930083	0	0	0
SRR20002371	0	0.00422074193177903	0	0	0	0.00921672217755829	0.016854255196968	0.0121454002526703	0	0	0	0.00585735615022396	0	0	0	0.114189732399219	0	0	0	0	0	0	0.00393361663029746	0	0	0.0368956012403813	0	0	0.00404846675089009	0	0	0.102475020098771	0	0	0	0	0.0292867807511198	0	0.0155334788101528	0	0	0	0.196623406454577	0	0	0	0.150022970024119	0	0.205696565981394	0.0833237624899506	0	0.00967612265992879	0
