feature	Acidovorax	Acinetobacter	Actinomyces	Agrobacterium	Alcaligenes	Anoxybacillus	Aquabacterium	Azospirillum	Bacillus	Bifidobacterium	Brevundimonas	Burkholderia	Comamonas	Corynebacterium	Cupriavidus	Cutibacterium	Dermacoccus	Effusibacillus	Enterococcus	Escherichia	Haemophilus	Halomonas	Herbaspirillum	Hydrogenophilus	Hylemonella	Klebsiella	Kocuria	Lactobacillus	Lawsonella	Limosilactobacillus	Listeria	Meiothermus	Microbacterium	Micrococcus	Moraxella	Mycobacterium	NICIL.2	Neisseria	Paraburkholderia	Paracoccus	Phocaeicola	Prevotella	Pseudomonas	Rothia	Salmonella	Sphingobium	Staphylococcus	Stenotrophomonas	Streptococcus	Stutzerimonas	Tepidimonas	Thermoflavifilum	Thiopseudomonas
SRR20002365	0.0482646710440335	0.129855186203207	0	0.0523673838379091	0	0	0.241615121873467	0	0	0	0	0.0591334968435581	0	0.0697376984031469	0.0556598822637696	0.433773692102194	0	0	0	0	0	0	0.0931053673086014	0	0.0907861792460913	0	0	0	0.065551309007718	0	0	0.034104174687028	0.0404678707521688	0	0.0367298633131044	0.0479173502025786	0	0.0374690527839339	0.19836843263131	0	0	0	0.633587336038162	0.121591323389419	0	0.0545552042380374	0.0553588235111855	0	0	0.572774773871233	0	0	0
SRR20002368	0.0226087114641471	0.0479208153553986	0	0.016033434455456	0.0422306520003775	0	0.0825723101298182	0.0136429310793356	0	0	0	0	0	0.0131680234835637	0.0203500439932533	0.0933456650074344	0.0172714646633514	0	0	0	0	0.0168808604766801	0.0311497992297696	0	0.0289912858965734	0	0.0117571606891036	0	0.02037982141924	0	0	0	0	0.0158432167609668	0	0.0143363881566626	0	0	0.0723237484470086	0	0	0	0.228718176568642	0	0	0.0162587593781575	1.22802416050368	0	0	0.178592491242481	0	0	0
SRR20002369	0	0	0	0	0	0	0	0	0	0.443625017076461	0	0	0	0	0	0.0229521416431895	0	0	0	0.380095787076241	0.933384595500665	0	0	0	0	0	0	0.0824601756640084	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0315142918461953	0.0268821511926944	0	0	0	0.143547416389229	0	0.0470709598611484	0.0241885633962742	0	0	0
SRR20002371	0	0.0650130260507986	0	0	0	0.0961518496264864	0.130191414158462	0.110430482715722	0	0	0	0.0766082777392055	0	0	0	0.344705709401519	0	0	0	0	0	0	0.0627597423379335	0	0	0.193283495167331	0	0	0.063670573572751	0	0	0.32585319187735	0	0	0	0	0.171980340515722	0	0.124958319107518	0	0	0	0.459413369954515	0	0	0	0.397731578545396	0	0.470730924019868	0.292825456969463	0	0.0985266148967661	0
SRR20002373	0.0686259120749466	0.145800561458162	0	0.047807360758644	0.162793141476863	0.113016173010147	0.235274959503749	0.0623522784493626	0	0	0	0.0414261599076724	0	0.0318648267231885	0.0514777783621529	0.189087952537413	0.0347139762256525	0.0760279782043686	0	0	0	0.0303906050963905	0.0923393610048003	0.0539757137681899	0.0800405113140115	0	0	0	0.0730851187932298	0	0	0.29729752230494	0	0.0360543426853634	0.0345372431664757	0.0423396822216748	0.106977856887976	0	0.214162296222275	0	0	0	0.662079855134638	0	0	0.0497225817928649	0.0300871050674816	0	0	0.544166005989827	0	0.0835693085539854	0
SRR20002375	0.0582987740706843	0.126275893455888	0	0.0510189829608096	0	0.0752572729924082	0.236425871702786	0.0566697408225072	0	0	0	0.0376537698199226	0	0.0592284469572068	0.0604673931933011	0.233692823378094	0	0.0599488376087251	0	0	0	0.0349710354867485	0.0896749159937719	0.047619055783722	0.0858855482452106	0	0	0	0	0	0	0.238706716804048	0	0.0424234914952773	0	0.0428804408680797	0.0912757804126342	0	0.224665196086468	0	0	0	0.717352640747054	0	0	0.0447488268675495	0.045009424499989	0	0.0369222232993882	0.545606085254814	0.0351931674638066	0.0648289180400874	0
SRR20002377	0	0.0549070485938946	0	0	0	0	0.134195215937647	0	0	0	0	0	0	0	0	0.226702921328781	0	0	0	0	0	0	0	0	0	0	0.0751366318786856	0	0	0	0	0	0	0	0	0	0	0	0.1105357137982	0	0	0	0.39054764593619	0	0	0	0.967842049403057	0	0	0.30014445704974	0	0	0
SRR20002378	0.0567717903758872	0.0988359352137473	0	0.0499969182565377	0.0635968007487482	0	0.235709548649955	0.083207061011863	0	0	0	0	0	0	0.050192002284752	0.167056799308107	0	0	0	0	0	0	0.0922610157275547	0	0.0817814056962505	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222927846766529	0	0	0	0.864905077229416	0	0	0.0532165001664434	0	0	0	0.515306652855468	0	0	0
SRR20002379	0.0771117358867737	0.148674151395116	0	0.0546054918822002	0.091367479605608	0	0.25880689017119	0.0407205314511672	0	0	0	0.0645840245104485	0.0435179489262991	0	0.0678566141413068	0.120775140175319	0	0	0	0	0	0.0368622224903267	0.102266026280515	0	0.0965115235517486	0	0.0440035239343773	0	0	0	0	0	0	0	0.0359338171077413	0.0808643394976324	0	0	0.236136124941444	0	0	0	0.707567983716238	0	0	0.0579381622838343	0	0.0531888294074633	0	0.637534355324175	0	0	0
SRR20002380	0	0.0190154887059884	0	0	0	0	0.0384050820666801	0.0149537226955277	0.0214864265092939	0.0285087615799723	0	0	0	0	0	0.0246115725453421	0	0	0	0	0	0	0.0160774818653142	0	0.0135438797619046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03321494083258	0	0	0	0.103504889491291	0	0	0	1.41392156939396	0	0	0.090952645514128	0	0	0
SRR20002382	0.066955548406134	0.134092366049786	0	0.0334943422624712	0	0.145936965551875	0.210206885820954	0.0429535202701839	0	0	0.029976073673274	0.161486559985238	0	0.0492394249302482	0.048678433622289	0.239945297260498	0	0.0833836580068958	0	0	0.027849087388764	0.0305389336138182	0.0842676531219118	0.065970986586669	0.0706638175467351	0	0.07432871576347	0	0	0	0	0.37846722339372	0	0.0421750478454963	0.0342486652702634	0.0731446509412846	0.176667800054267	0.0393896513680957	0.19744150970896	0	0	0	0.639776902108688	0	0	0.0434575139110418	0.0518626431117804	0	0.0383671247037195	0.461322633601153	0.0394856566510025	0.116423711139983	0
SRR20002384	0.0305914086881353	0.0563615194456545	0	0.0246365805226986	0	0.0522503143006636	0.119410255880539	0.0363554642490263	0	0	0	0	0	1.02329782947145	0.0247006679799275	0.121805036143892	0	0.03618102019897	0	0	0	0	0.0460681494174929	0	0.0447791306845328	0	0	0	0	0	0	0.171481381517085	0	0.0245723260542087	0.0212611435216445	0.0317082458693432	0.0953862119730883	0	0.103926548205659	0	0	0	0.334272710275019	0	0	0.0268476005760937	0.0305396741948694	0	0	0.256739828541255	0	0.0493202346105653	0
SRR20002386	0	0.118558831940006	0	0	0	0	0.256099071765116	0	0	0	0	0	0	0	0	0.272860222559781	0	0	0	0	0	0	0.096506250082909	0	0.0958409235573152	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221949257398026	0	0	0	0.74449404737363	0	0	0	0	0	0	0.604667932034802	0	0	0
SRR20002388	0.0756637434364294	0.13365052098545	0	0.040910071506872	0	0.0656117145405301	0.234303217906862	0.146510952818148	0	0	0	0	0	0.0365249865728569	0.0523975812237116	0.183451358501635	0	0.0617911493338276	0	0.0315371560950556	0	0.0349693639889202	0.0946131442923677	0	0.0813128729397739	0	0	0	0	0	0	0.225847944355587	0	0.086427429645447	0.0434100631762444	0.0388548474117736	0.0354679724791734	0	0.233927400343264	0	0.0401151949075551	0	0.722974823598506	0	0	0.0652531565845543	0	0	0.130854081514123	0.530981107968437	0.0369234880470776	0.045324010841679	0
SRR20002391	0.0635444352395443	0.141587686726429	0	0.0384402748728047	0.085495693965152	0	0.227743631065681	0.100935727833584	0	0	0	0.0475470590791178	0.023303189723083	0.0515408304789741	0.0604813550979503	0.452626112540101	0	0	0	0	0	0.0320507768262044	0.0982903425011718	0	0.0787043950658895	0	0	0	0.0689096819439663	0	0	0.016936605308686	0	0.0570855202423467	0.0233378476132093	0.0409168946204149	0	0	0.218718651770924	0.0460251712026553	0.0266979130144706	0	0.691559056043966	0	0	0.0531261631136463	0.0246843221056099	0	0	0.486272713521697	0	0	0
SRR20002394	0	0	0	0	0	0	0.0436072279683175	0	0	0	0	0.0414803020672731	0	1.36631361462065	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0459735865669767	0	0	0	0.0216954365608659	0	0	0	0	0	0	0	0	0	0	0.109966270519067	0	0	0	0.120304655044361	0	0.0321115964117892	0.0870159720469698	0	0	0
SRR20002396	0.0493911734108279	0.125888993733542	0.030443554555685	0.0396892640335627	0	0.0616933173206447	0.197935144584568	0.0364738801215942	0	0	0	0.0493911734108279	0.03556110566205	0.0509515366680734	0.0529822192053161	0.152659957705215	0	0.0466994773452779	0	0.543568415507941	0	0.0249619246068824	0.0793839280644678	0.0359100570132436	0.0735394126867032	0	0.0307030499179215	0	0	0	0	0.187733747581338	0.0346570422303561	0.051790864280822	0.0440240476611274	0.040340998305371	0.0735703220029948	0.0829441992286277	0.186450826020376	0	0	0	0.599981036153935	0	0	0.0553703031893165	0.0616564936893403	0	0.115700551909776	0.448505107379234	0.0249619246068824	0.0502113057843194	0
SRR20002397	0.0734690809310798	0.141765950374031	0.0666264660045724	0.0606349632700157	0.156870429476562	0	0.255831161982242	0	0	0	0	0.0480762660865699	0.0419107408208524	0.0705138788890754	0.0595741808424832	0.193412556083948	0.0344227190355983	0	0	0	0	0.0375291745236772	0.102963089292198	0	0.0853886539095698	0	0.0697454893710801	0	0	0	0	0.0241339361547724	0	0.182540964765373	0	0.0539073490182966	0	0	0.22861012151735	0	0	0	0.682809635428723	0.0880424806720938	0	0.0567986943640961	0.0782026494408063	0	0	0.579982978299546	0	0	0
SRR20002401	0.05409549549311	0.111747144572957	0	0.035216476797012	0	0	0.173601996308234	0.021096422478352	0.0329052821143438	0	0	0.0278409300346884	0.0204250527624046	0.0614194490183927	0.0429212468228531	0.24124659765706	0.0395605126380676	0	0	0.124838005911945	0	0.0230908510831864	0.0683854212105248	0	0.0621125512465644	0	0	0.0191057213069576	0.0230128274308178	0	0	0.0152004794218488	0	0.0352420158060714	0.0231103158663029	0.035216476797012	0	0.178777615970604	0.169886214399824	0	0.06390077459406	0	0.506956543572537	0	0	0.0481596530451372	0.21022931765574	0.0250522732703366	0.65616243081483	0.382324818358658	0	0	0
SRR20002402	0.063596829424455	0.0962639662183966	0	0	0	0	0.25206453036996	0	0	0	0	0.242862676463637	0	0	0	0.202142900986	0	0	0	0	0	0	0.0973405598206804	0	0.0953940531659588	0	0	0	0.077581847380995	0	0	0	0	0	0	0	0	0	0.219405985672662	0	0	0	0.713314763423992	0	0	0	0	0	0	0.60410385922699	0	0	0.0605867600426414
SRR20002403	0	0.119202589606999	0	0	0	0	0.287553784895759	0	0	0	0	0.171299313794688	0	0	0	0.119202589606999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111470642453336	0	0	0.16493678347997	0	0	0	0.80811064703616	0	0	0	0	0	0	0.579844655428353	0	0	0
SRR20002406	0.0372209472509275	0.0725708510314249	0	0	0	0.0666528343341407	0.145088130048159	0.0919360359907249	0	0	0	0.0752570202245234	0.031645493506392	0.0448279643059886	0.0398675123460736	0.376831846462925	0	0.047430710592064	0	0	0	0	0.0623663350508426	0.0486800749193038	0.056342846974067	0	0.0268240193572091	0	0.0380972732127327	0	0	0.213021611033298	0	0.0523072188397693	0	0.0467935596045374	0.094841456119596	0	0.136591098324808	0	0	0	0.901789126518776	0	0	0.0301904035402262	0.0348052310404021	0.0394894152062988	0	0.321914371805593	0.0271573312081635	0.0557533602954973	0
SRR20002410	0.0303367217538184	0.0987532833928702	0	0.034076978756503	0.0557041304762333	0	0.172208337686432	0	0	0	0.0553939120113596	0.0315872166658613	0	0.831072147735831	0.0433582700904448	0.104171735536262	0.0999944384027271	0	0	0	0	0	0.0623476981164353	0	0.0624167947013402	0	0	0	0.0286596764589765	0	0	0	0	0.0496536213436727	0.0367500327453503	0.0449187457931183	0	0	0.14742736498152	0	0	0.0392417282984849	0.461100815927665	0	0	0.0361598469187097	0.0274327055587995	0	0	0.387881815850315	0	0	0.0527653507840748
SRR20002412	0.0515334253816017	0.076409130802018	0.0773892063952399	0.0323044906535362	0	0	0.154729161635599	0	0	0.231906841990626	0	0.032742558193486	0	0.255964919900295	0.0514074693315996	0.17971548702738	0.0259459894913853	0	0	0.0627478356404904	0.0321437152831527	0.0265381268394207	0.0671445865485256	0.0286047135922092	0.0574816353883057	0	0	0.0443110016928441	0.057073996100798	0	0.0194418963390438	0	0	0	0	0.0275437812471632	0	0.0803715177427407	0.162691272235372	0	0	0.0953157361843068	0.453105419951145	0.105057308666206	0.0286047135922092	0.0318197309641336	0.629354946724236	0	0.278353091098069	0.349789714947336	0.0350358662777243	0	0
SRR20002416	0.0717725049399429	0.292655335091838	0	0	0.148066815549407	0	0.252758903661913	0	0	0	0	0	0	0	0	0.184031217603089	0	0	0	0	0	0	0.101104910731787	0	0.0854689604220234	0	0	0	0	0	0	0	0	0	0	0.0719426742666309	0	0	0.215781313531484	0	0	0	0.694590010281062	0	0	0	0	0.117092973525541	0	0.581836785250012	0	0	0
SRR20002417	0	0.14873320615584	0	0	0	0	0.259091700581464	0	0	0	0	0.141133375666635	0	0	0	0.176657788291984	0	0	0	0	0	0	0.0871904998791806	0	0.0889931442664234	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23519653272859	0	0	0	0.654606782370843	0	0	0	0	0	0	0.706316892685613	0	0	0
SRR20002419	0.0719994186049412	0.119795016476274	0	0.0512941351369265	0.056405786920519	0	0.223188770621939	0	0.0433104548227851	0	0	0.16828860568572	0.0268702681687525	0.0342752494241148	0.0570087072534836	0.42379955354924	0.0520253641454721	0	0	0.0968735148488257	0	0.0330474196785454	0.0946091164146275	0	0.0775434745471526	0	0.022978337085868	0	0.0548532356458388	0.0407880207891651	0.048034828884794	0	0	0.0368524119161614	0.0380993410985418	0.0433104548227851	0	0	0.22433402503261	0	0	0	0.674859629261172	0	0.0639437261157849	0.0539270282277568	0.0512239518142301	0	0	0.491719633552032	0	0	0.0946282075515561
SRR20002420	0.0613186987380144	0.117731169950274	0	0	0	0	0.261655805931944	0	0	0	0	0.0828358246204993	0	0	0.0586360295634593	0.232416155438732	0	0	0	0	0	0	0.0834672253097534	0	0.0924268363149254	0	0	0.0668108586127738	0.0705192336498912	0	0	0.0413597890115209	0	0.048667364681013	0	0.0720950481124293	0	0	0.202293091515577	0	0	0	0.713679119939676	0	0	0	0	0	0	0.632161352491579	0	0	0
SRR20002421	0	0.0878134955173486	0	0	0.0948009888253542	0	0.173221879457318	0	0	0	0.05714363823331	0	0	0	0	0.181602265380039	0	0	0	0	0	0	0.0751974079860366	0	0.0723376802908691	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153809043243847	0	0	0	0.4427826078144	0	0	0	0.783051029324664	0	0.0551992835296352	0.430697356771624	0	0	0.158271449759847
SRR20002422	0.0399481427277702	0.0787823500302726	0.0290879330216458	0.0270797783645159	0	0	0.127755958405656	0	0.0155632899350947	0	0.0142199737092729	0.0189945370345961	0	0.0335388314167902	0.0363909433180946	0.537161474266387	0.020716616678562	0	0.034554330101858	0.0173533660196416	0.0290002373569925	0.0167779006078539	0.0520810264001359	0	0.0474169338594727	0	0	0	0.0626120241946423	0.0207692268153809	0.0206286351259781	0.0163162958617023	0.0183715237965851	0.0182722601085364	0	0.0346594966125983	0	0	0.126486469256639	0	0	0	0.356920267633114	0.0217446620605781	0.0174578529595468	0.0252441027927667	0.749806330027757	0	0.0872872376853311	0.29216127245482	0	0	0
SRR20002425	0.077432608651444	0.162085120018074	0	0.0411085183096904	0.0344791258827723	0	0.2338010701439	0.0935691097946349	0.0268312981003518	0	0	0	0	0.056277791420414	0.0627236873805642	0.169215700033486	0.030947040856712	0	0	0	0	0.0373898822124879	0.0956570649344112	0	0.0858819235097939	0	0	0	0	0	0	0.031433733448971	0	0.0793861100216687	0.237638628582864	0.0440609470742299	0	0	0.232612838429628	0.0832380972572446	0.0314873466457414	0	0.769583874381728	0	0	0.0626023233349045	0.0784315792118381	0	0.0322547384917924	0.496278695079654	0	0	0
SRR20002427	0.022533159800062	0.0425635954443439	0	0.0146428144247879	0	0	0.0724280972640162	0.022958915190951	0	0.079579299111693	0	0.0362995088215508	0	0.199179320283189	0.0198349947778865	0.0539744323860275	0.0377172017769552	0	0	0	0	0.00986328912949998	0.0296335970775409	0	0.0245402959572505	0	0	0.0287103504145562	0	0.0185808163460194	0	0	0	0.0103310165474323	0	0.0231841484955964	0	0	0.0665902924064322	0	0	1.19052667130892	0.202608835848913	0.0213711261852736	0	0.0138811402089853	0.0120016638296839	0	0.0627683854338553	0.158525559992095	0	0	0
SRR20002430	0.042966592823534	0.0930799462620867	0	0.0314377938096171	0	0	0.146691093280316	0	0	0	0	0.0350616331349767	0	0.0793882420970541	0.0393037043732427	0.252778073015026	0.111689287761908	0	0	0	0.0972083177721215	0	0.0668079494033818	0	0.0550529857570227	0.03289745977995	0	0	0.0540775600123237	0	0	0.0253200239546049	0.03303183929145	0.0424894585743564	0.0553102056528228	0.0419224327050982	0	0.198456298237475	0.129420193993006	0	0.0341138192944381	0	0.916265091393233	0.100905739912539	0	0.0342175493794714	0.105797458664461	0	0.106411151702006	0.374856312084196	0	0	0
SRR20002433	0.0635251426682496	0.132129863742639	0	0.0471528620530154	0	0	0.213921091261708	0.0276270442214626	0.0437108637733046	0	0	0.0598479805095827	0.0308458124624227	0.0338644649288799	0.0516331095435567	0.474602436833465	0	0	0.0347701059830106	0.0554678857296365	0	0.0291591090029599	0.0899979263858225	0	0.0827398134298705	0	0	0	0.0730649505964767	0.0454056917817687	0.0358514949582178	0.0257649200629485	0	0	0.033014751361239	0.0486736997896474	0	0	0.211958054124332	0.190933188499655	0	0	0.621976758046032	0	0.0627785130961751	0.0394375188437861	0.0639160863561916	0	0	0.522821312091652	0	0	0
SRR20002435	0	0.020616551359909	0	0	0	0.0262987833393141	0.0429810478492211	0.0194870489067526	0	0	0	0	0	1.28533396471644	0	0.0381679584813055	0	0.0202327028502106	0	0.19940833841005	0	0	0.0140295522176495	0	0.0172082313487795	0	0	0.0382819825833358	0	0	0	0.086275386886278	0	0	0	0	0.0258981805926995	0	0.0380993805386417	0	0	0	0.115086953365428	0	0	0	0.0179514498894418	0	0	0.0974220861791102	0	0.0194422968213062	0
SRR20002439	0	0.105506249647004	0	0	0	0	0.283608739333267	0	0	0.176216674563366	0	0	0	0	0	0.307816266879409	0	0	0	0	0	0	0	0	0	0	0.244058448464158	0	0	0	0	0	0	0	0	0	0	0	0.196404425512516	0	0	0	0.648887592916285	0	0	0	0	0	0	0.608137997241788	0	0	0
SRR20002441	0	0.00729110194040898	0	0	0	0	0.037870399523912	0	0	0.00680769095413532	0	0	0	0.00847286196905253	0	0.0117914487798302	0	0	0	1.47465019814871	0	0	0	0	0	0	0	0.0154451919701137	0	0	0	0.0257408636822827	0	0	0	0	0.0110555761076028	0	0.0107005216468024	0	0	0.0135152050672067	0.0530659218242423	0	0	0	0.0504361310937593	0	0	0.0282257192607398	0	0	0
SRR20002442	0.0813712978457566	0.150068222490219	0	0.049011179034437	0	0	0.265309045026878	0.037476462701207	0	0	0	0.0338505796386982	0	0.0396059952217191	0.062118067620004	0.132408631052682	0	0	0	0	0	0.0320392272905989	0.103112462194768	0	0.0905503842092548	0	0	0	0	0	0	0	0	0	0	0.0348281509456623	0	0	0.245164636530921	0	0	0	0.761801370192821	0	0	0.0473322633986109	0	0	0	0.595464691177347	0	0	0.0362623314791373
SRR20002443	0.0524808983806048	0.096025786413201	0	0.0322803549977576	0.0511211184424887	0	0.17057291386537	0	0.0379004165517041	0.0206253384952175	0	0.107728873321503	0	0.588444504124436	0.0472314464120612	0.330866471626851	0.0220496376999797	0	0.0199403957122615	0.0330252428715497	0	0.0239015767211376	0.0726761687906733	0.0447943758943017	0.0616293982687971	0.0539356058687402	0	0	0.0805585250868579	0.0273577301236721	0.0238652175838711	0	0	0.0357292027372886	0	0.0347929509966368	0	0	0.173159011211306	0	0	0.0434148753143299	0.48151348072466	0	0.0323341295562368	0.0406867996369588	0.332127337144667	0	0.0455448807776753	0.386893446663293	0	0	0
SRR20002446	0.0313723739982628	0.0882076089940224	0.0266740323454564	0.0327216898811922	0.251593288037815	0	0.147995995079243	0	0	0	0.038512798733062	0.0535539529366469	0	0.198267724188146	0.0448717833384486	0.301089796988605	0	0	0.0694806340377245	0	0	0	0.0638460932772311	0	0.0593560439928654	0	0	0.0375799847124614	0.0433117396982192	0	0	0	0	0.0895361353012588	0	0.0380200855111013	0	0.0294021801842867	0.136582388167019	0.0325518221932797	0	0	0.374946104845667	0	0	0.0266324417580844	0.351852995685724	0	0.630451658819933	0.361229741283911	0.0318980878044278	0	0
SRR20002448	0.0673301066777284	0.117173714364737	0	0.0429178966236622	0.0518659910964244	0	0.222595724152837	0	0.0349154854716506	0	0	0.0360922990100865	0	0.062779451043813	0.0656964180266641	0.270926650170484	0	0	0	0.0489425105656508	0.280881068516584	0.0286919035704681	0.099572490718302	0	0.0854721742360459	0	0.0521340787344083	0	0.0489628475608836	0	0	0	0	0.0635525547595893	0	0.0601862834636127	0	0.0281318585084399	0.222655728537126	0	0	0	0.62345233758964	0.073355357153987	0.0253031087946482	0.0394884883917711	0.128970981961804	0	0.291022246600631	0.509697782426707	0	0	0.0351992419972671
