#Classification	GQ4_bracken_O.kreport
k__Bacteria	1827226
k__Bacteria|p__Firmicutes	872929
k__Bacteria|p__Firmicutes|c__Bacilli	765155
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	725221
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	39933
k__Bacteria|p__Firmicutes|c__Negativicutes	101893
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	101243
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	649
k__Bacteria|p__Firmicutes|c__Clostridia	5008
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	5008
k__Bacteria|p__Firmicutes|c__Tissierellia	869
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	869
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	3
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	3
k__Bacteria|p__Actinobacteria	630282
k__Bacteria|p__Actinobacteria|c__Actinomycetia	630140
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	611486
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	7640
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	8609
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	1740
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	658
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	4
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	2
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	141
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	128
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	13
k__Bacteria|p__Deinococcus-Thermus	11
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	11
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales	11
k__Bacteria|p__Tenericutes	5
k__Bacteria|p__Tenericutes|c__Mollicutes	5
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	5
k__Bacteria|p__Proteobacteria	157452
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	101557
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	93454
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	8102
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	43130
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	40968
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	579
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	45
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	528
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	1003
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	12664
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	12664
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	101
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	38
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	31
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	29
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	1
k__Bacteria|p__Bacteroidetes	125578
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	118527
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	118527
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	7050
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	7050
k__Bacteria|p__Fusobacteria	40264
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	40264
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	40264
k__Bacteria|p__Spirochaetes	423
k__Bacteria|p__Spirochaetes|c__Spirochaetia	423
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	423
k__Bacteria|p__Synergistetes	147
k__Bacteria|p__Synergistetes|c__Synergistia	147
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	147
k__Bacteria|p__Candidatus_Saccharibacteria	131
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	131
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia|o__Candidatus_Nanosynbacterales	131
k__Eukaryota	8640
k__Eukaryota|k__Metazoa	7498
k__Eukaryota|k__Metazoa|p__Chordata	7498
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	7498
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	7498
k__Eukaryota|k__Fungi	139
k__Eukaryota|k__Fungi|p__Basidiomycota	117
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	117
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales	117
k__Eukaryota|k__Fungi|p__Ascomycota	21
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	21
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	21
k__Eukaryota|k__Viridiplantae	1002
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1002
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1002
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales	650
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Rosales	277
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Brassicales	60
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Malvales	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Solanales	7
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Asterales	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Apiales	1
k__Viruses	88
k__Viruses|k__Heunggongvirae	88
k__Viruses|k__Heunggongvirae|p__Uroviricota	80
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	80
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales	80
k__Viruses|k__Heunggongvirae|p__Peploviricota	8
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes	8
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales	8
