#Classification	GQ4_bracken_P.kreport
k__Bacteria	1827226
k__Bacteria|p__Firmicutes	872929
k__Bacteria|p__Actinobacteria	630282
k__Bacteria|p__Deinococcus-Thermus	11
k__Bacteria|p__Tenericutes	5
k__Bacteria|p__Proteobacteria	157452
k__Bacteria|p__Bacteroidetes	125578
k__Bacteria|p__Fusobacteria	39713
k__Bacteria|p__Candidatus_Saccharibacteria	682
k__Bacteria|p__Spirochaetes	423
k__Bacteria|p__Synergistetes	147
k__Eukaryota	8640
k__Eukaryota|k__Metazoa	7498
k__Eukaryota|k__Metazoa|p__Chordata	7498
k__Eukaryota|k__Fungi	139
k__Eukaryota|k__Fungi|p__Basidiomycota	117
k__Eukaryota|k__Fungi|p__Ascomycota	21
k__Eukaryota|k__Viridiplantae	1002
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1002
k__Viruses	88
k__Viruses|k__Heunggongvirae	88
k__Viruses|k__Heunggongvirae|p__Uroviricota	80
k__Viruses|k__Heunggongvirae|p__Peploviricota	8
