#Classification	SRR5091523_bracken_P.kreport
k__Bacteria	5873743
k__Bacteria|p__Bacteroidetes	3891127
k__Bacteria|p__Firmicutes	1709823
k__Bacteria|p__Actinobacteria	133599
k__Bacteria|p__Proteobacteria	136393
k__Bacteria|p__Fusobacteria	2712
k__Bacteria|p__Candidatus_Saccharibacteria	42
k__Bacteria|p__Verrucomicrobia	39
k__Bacteria|p__Spirochaetes	4
k__Bacteria|p__Synergistetes	1
k__Eukaryota	75
k__Eukaryota|k__Viridiplantae	49
k__Eukaryota|k__Viridiplantae|p__Streptophyta	49
k__Eukaryota|k__Fungi	19
k__Eukaryota|k__Fungi|p__Ascomycota	19
k__Eukaryota|k__Metazoa	5
k__Eukaryota|k__Metazoa|p__Chordata	5
k__Archaea	2
k__Archaea|p__Candidatus_Thermoplasmatota	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	81895
k__Viruses|k__Heunggongvirae	81895
k__Viruses|k__Heunggongvirae|p__Uroviricota	81895
