#Classification	SRR20002375_bracken_P.kreport
k__Bacteria	149444
k__Bacteria|p__Proteobacteria	135560
k__Bacteria|p__Actinobacteria	5980
k__Bacteria|p__Firmicutes	7700
k__Bacteria|p__Deinococcus-Thermus	134
k__Bacteria|p__Cyanobacteria	15
k__Bacteria|p__Bacteroidetes	50
k__Bacteria|p__Chlamydiae	2
k__Eukaryota	782
k__Eukaryota|k__Fungi	421
k__Eukaryota|k__Fungi|p__Basidiomycota	419
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Eukaryota|k__Metazoa	343
k__Eukaryota|k__Metazoa|p__Chordata	343
k__Eukaryota|k__Viridiplantae	18
k__Eukaryota|k__Viridiplantae|p__Streptophyta	18
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
