feature	Acidovorax	Acinetobacter	Actinomyces	Agrobacterium	Alcaligenes	Anoxybacillus	Aquabacterium	Azospirillum	Bacillus	Bifidobacterium	Brevundimonas	Burkholderia	Comamonas	Corynebacterium	Cupriavidus	Cutibacterium	Dermacoccus	Effusibacillus	Escherichia	Haemophilus	Halomonas	Herbaspirillum	Hydrogenophilus	Hylemonella	Klebsiella	Kocuria	Lactobacillus	Lawsonella	Limosilactobacillus	Listeria	Meiothermus	Microbacterium	Micrococcus	Moraxella	Mycobacterium	NICIL.2	Neisseria	Paraburkholderia	Paracoccus	Phocaeicola	Prevotella	Pseudomonas	Rothia	Salmonella	Sphingobium	Staphylococcus	Stenotrophomonas	Streptococcus	Stutzerimonas	Tepidimonas	Thermoflavifilum	Thiopseudomonas
SRR20002340	0.0048045033255051	0.019612412828741	0	0	0.00684820996396623	0	0.0743443107868271	0.0117782040479733	0	0	0	0	0	0.00564708413258995	0.00856922608056507	0.0612215628977609	0	0	0	0	0	0.00966278840465391	0	0.00966278840465391	0	0	0	0	0	0	0	0	0.00340617773076854	0	0.00573672038866281	0	0	0.035460102902422	0	0	0	0.441368924902745	0	0	0	0	0	0	0.301876983202166	0	0	0
SRR20002343	0.00416364248505674	0.0168880452197628	0	0.00172061129918842	0	0.0182990479960884	0.0482735518188232	0.00333971160727428	0	0	0	0	0	0.00599253217475455	0.00506709030586953	0.0597933574591122	0.00116399269797604	0.00585718418661781	0	0	0.00122489929263758	0.00548666906909346	0.00357149503695846	0.00733416910716008	0	0	0	0	0	0	0.101505915553007	0.000815471628523912	0.00395554495329649	0.00188810443450765	0.00119782969501023	0.0247500714806562	0	0.0293485193776023	0	0	0	0.304384090520734	0	0	0.00181704674073585	0.143935817984026	0	0.000751181334158956	0.185012240533677	0.00108785945464912	0.011374306553042	0
SRR20002345	0.00355731172851382	0.0107223558665126	0	0.00120346204317868	0.0836439291509821	0.00612478587796338	0.0404931142598974	0.0131359142529977	0	0	0.00108139092082759	0.00122469180358756	0	0.00281294325417729	0.00589789281359342	0.258780164504106	0	0.0042499326618537	0	0	0.00092216771776095	0.00453122698727143	0.00205397931955964	0.00595892837476896	0	0.000741714754285426	0	0.0236300501951148	0	0	0.0606547523482105	0.00171430315301748	0.00274394653284841	0.0075020665844898	0.00282355813438173	0.00391954451549043	0	0.0250471367024079	0	0	0	0.26718847648605	0	0	0.000918187137684284	0.00417297478037149	0	0	0.14566667418554	0.00296420529709059	0.00391821765546487	0
SRR20002351	0.00282926236726761	0.0133795260605938	0.0107021024608003	0.00169300225733634	0.0105907540313193	0	0.0503522659405399	0	0.000999605219204567	0	0	0	0.00229023474273451	0.0185167376934679	0.005354847199587	0.200480316634443	0.00155634736660964	0	0.00260656550830558	0.00218394760550264	0.00112107623318386	0.00670874287623116	0	0.00705038010304791	0.00117168915567523	0	0.00084017451335675	0.0106590814766826	0.00210802822176558	0.0016803490267135	0	0	0.000850297097855024	0	0.00230794926560649	0	0.0291960643391471	0.0380482644828878	0.00106540201844335	0	0	0.292717306582717	0.00366184494225066	0.00541305206045207	0.00276346556802883	0.0108994928585166	0	0.0548062031197805	0.203395620969946	0	0	0
SRR20002352	0.000524273236465661	0.00241145209350905	0	0	0	0	0.0108325909542387	0	0	0	0	0.000561136198404653	0	0	0.00124105305194606	0.0149806981435403	0.000293879724346962	0	0	0	0	0.00124514893660595	0	0.00153083689163313	0	0	0	0.00104547455943641	0	0	0	0	0.000360437850070142	0	0	0	0	0.00746782170614075	0	0	0	0.0593852077125508	0	0.000298999580171822	0.000497649986176389	0.850040446861016	0	0.00471743515702598	0.0425654573567208	0	0	0
SRR20002353	0.00450992904058456	0.0177854329291989	0	0.00284029573619794	0.00688483848216899	0	0.0837119594682122	0.00207264823992823	0	0	0	0	0	0	0.00914460079931296	0.040910813754324	0.00250444995657994	0	0	0	0	0.0101089579665018	0	0.0100321932168748	0	0.00197189450604283	0	0	0	0	0.000676489356087685	0	0	0	0	0	0	0.0428011457138882	0	0	0	0.3822404751738	0	0	0.00264838386213051	0	0.0095668069222613	0	0.369588684875905	0	0	0
SRR20002355	0.00405789090178145	0.00590467097163245	0	0.00237443151837986	0.00378150204779015	0	0.0741350285183045	0	0	0	0	0	0	0.00242468403728737	0.00898263775471746	0.0926405186059951	0	0	0	0	0	0.00993743561396015	0	0.0104399608030353	0	0	0	0.00239955777783361	0	0	0	0	0.0031910349506269	0	0	0	0	0.0450765094600367	0	0	0	0.438214528003216	0	0	0	0	0	0	0.296439609035403	0	0	0
SRR20002356	0	0	0	0	0	0.00130266762217951	0.00281630712147292	0	0	0	0	0	0	0.000509011513036722	0	0.0120354432753551	0	0	0.003278435995151	0	0	0.00067979827070036	0	0.000455431353769699	0.0100764187021546	0	0	0	0	0	0.0127520779055516	0	0.00074342470982995	0	0	0.00222022784962728	0	0.00171121633659056	0	0	0	0.927817479187457	0	0	0	0	0	0.0108064483721678	0.0115599193618603	0	0.00123569242309573	0
SRR20002360	0.00372095837366893	0.00855114553081639	0.00203694740238787	0.00116973217166828	0.0017041787673443	0	0.0575790577605679	0.00617134559535334	0	0	0	0	0	0.00406381090674411	0.00367053888351081	0.101010406582769	0	0	0	0	0	0.00677637947725073	0	0.00894441755404969	0	0.00238988383349468	0	0.00175459825750242	0	0	0	0	0.010033478541465	0	0.00327726686027751	0	0	0.0355255727654082	0	0	0	0.52777105517909	0	0	0.00191594062600839	0.00177476605356567	0	0	0.210158518877057	0	0	0
SRR20002363	0.00058063395300328	0.00114626146189316	0	0.000299551711340658	0.000245297644161425	0	0.00916778301143549	0	0	0	0	0.000405173991061931	0	0	0.00131537254363268	0.0035692250152806	0	0	0	0	0	0.00130960083435829	0	0.00125015222883211	0	0	0	0.000288008292791885	0	0	0.0001194743819798	0	0	0	0.00291009581614566	0	0	0.00578902440220964	0	0	0	0.0485729737404543	0	0	0.000307632104324799	0.867571593724767	0	0.015794859600286	0.0393572855420414	0	0	0
