feature	Acidovorax	Acinetobacter	Actinomyces	Agrobacterium	Alcaligenes	Anoxybacillus	Aquabacterium	Azospirillum	Bacillus	Bifidobacterium	Brevundimonas	Burkholderia	Comamonas	Corynebacterium	Cupriavidus	Cutibacterium	Dermacoccus	Effusibacillus	Escherichia	Haemophilus	Halomonas	Herbaspirillum	Hydrogenophilus	Hylemonella	Klebsiella	Kocuria	Lactobacillus	Lawsonella	Limosilactobacillus	Listeria	Meiothermus	Microbacterium	Micrococcus	Moraxella	Mycobacterium	NICIL.2	Neisseria	Paraburkholderia	Paracoccus	Phocaeicola	Prevotella	Pseudomonas	Rothia	Salmonella	Sphingobium	Staphylococcus	Stenotrophomonas	Streptococcus	Stutzerimonas	Tepidimonas	Thermoflavifilum	Thiopseudomonas
SRR20002340	0.0693701486246059	0.140506180237856	0	0	0.0828486570371289	0	0.276158299893714	0.108741614734879	0	0	0	0	0	0.0752179906478993	0.0927028358764898	0.250026788754735	0	0	0	0	0	0.0984584834364196	0	0.0984584834364196	0	0	0	0	0	0	0	0	0.0583956515558787	0	0.0758137458742602	0	0	0.189439580622945	0	0	0	0.726631883105606	0	0	0	0	0	0	0.581685875437129	0	0	0
SRR20002343	0.0645711544823814	0.130322598190936	0	0.0414921563694085	0	0.135689972748321	0.221519687657167	0.0578224535536504	0	0	0	0	0	0.077488971646605	0.071243750451211	0.247031650834898	0.0341239593964054	0.0766071509710889	0	0	0.0350057101871913	0.0741399558186078	0.0597976171219497	0.0857447933462499	0	0	0	0	0	0	0.324252080593713	0.0285603464551719	0.0629346599996727	0.0434660090802592	0.0346165894638395	0.157977843737301	0	0.17216332905144	0	0	0	0.584413302857563	0	0	0.0426397509546266	0.389135557598173	0	0.0274111200187549	0.444637319209873	0.0329886975050648	0.106853615007387	0
SRR20002345	0.0596786218445351	0.103734755573376	0	0.0346979124287749	0.293404185662012	0.078341120872585	0.202612434302136	0.114864433394346	0	0	0.0328904385484149	0.0350027439934689	0	0.0530620840922455	0.0768734315074125	0.53367925310321	0	0.065237772711578	0	0	0.0303718837362971	0.0673653292221339	0.0453363776577472	0.077270967459227	0	0.0272378084125857	0	0.1543326231099	0	0	0.248842064443271	0.0414159831638307	0.0524066785794063	0.0867231361563833	0.0531622012061806	0.0626472360966528	0	0.158931103642108	0	0	0	0.543228912257522	0	0	0.0303062418970447	0.0646435790047923	0	0	0.391594866542963	0.0544714491622979	0.0626366175099026	0
SRR20002351	0.0532159247093347	0.115929401468141	0.103636384622972	0.0411577275835073	0.103093911974871	0	0.22632021571402	0	0.0316218036658909	0	0	0	0.0478746830088456	0.136499706397914	0.0732422877896615	0.46424773482473	0.0394608089524036	0	0.051076740203934	0.0467497522524338	0.0334887357354242	0.0819987755868207	0	0.0840655219294175	0.034236633309213	0	0.0289898243628113	0.103427125386067	0.0459294148708106	0.0410035493836638	0	0	0.0291639882204974	0	0.0480596192000382	0	0.171711124352505	0.196318261299746	0.0326462952579241	0	0	0.571665581220678	0.060550172542322	0.0736399850640382	0.0525929168914917	0.104591224906744	0	0.236300195429776	0.467878758820721	0	0	0
SRR20002352	0.022899014889323	0.0491262959869325	0	0	0	0	0.104268564445037	0	0	0	0	0.0236905294953789	0	0	0.0352358737122126	0.122703336360237	0.0171437603019521	0	0	0	0	0.0352939949382471	0	0.0391359001927207	0	0	0	0.0323394357053688	0	0	0	0	0.0189863414997385	0	0	0	0	0.0865244795184893	0	0	0	0.246169571401085	0	0.0172924661391753	0.0223099206616699	1.17315355178145	0	0.0687377039348219	0.207806385895012	0	0	0
SRR20002353	0.0672065861018852	0.133760551791929	0	0.0533196859559827	0.0830704345198824	0	0.293527026547306	0.0455420880269248	0	0	0	0	0	0	0.0957737548913478	0.203669375642327	0.0500653923409159	0	0	0	0	0.100713487170815	0	0.100329069483234	0	0.0444206257669037	0	0	0	0	0.0260123423993107	0	0	0	0	0	0	0.208389363291556	0	0	0	0.666521859977714	0	0	0.0514851934940425	0	0.0979666855529928	0	0.65346104838694	0	0	0
SRR20002355	0.0637447381202055	0.0769176795206735	0	0.0487474431150119	0.061532741450311	0	0.275759150712703	0	0	0	0	0	0	0.0492610015429701	0.0949192461093632	0.30927598211799	0	0	0	0	0	0.0998525349726112	0	0.102354752639417	0	0	0	0.049004892922855	0	0	0	0	0.0565193327436494	0	0	0	0	0.213940592137437	0	0	0	0.723454359263721	0	0	0	0	0	0	0.575748387305147	0	0	0
SRR20002356	0	0	0	0	0	0.0361003277428428	0.0530938316734853	0	0	0	0	0	0	0.0225631979278221	0	0.109927428738482	0	0	0.0572889604282427	0	0	0.0260758963119266	0	0.0213424579139246	0.100550716116179	0	0	0	0	0	0.11316649139296	0	0.0272691952517108	0	0	0.0471367471864322	0	0.0413786577297191	0	0	0	1.2987863544033	0	0	0	0	0	0.104142213991853	0.107725298596332	0	0.0351596606551568	0
SRR20002360	0.0610375518150804	0.092604704718793	0.0451478898558947	0.0342080187607517	0.0412934343846418	0	0.242320903976621	0.0786389389256684	0	0	0	0	0	0.063791282492693	0.0606220970256641	0.323430804214694	0	0	0	0	0	0.082412022651645	0	0.0947164876828434	0	0.0489059312571495	0	0.0419001840558016	0	0	0	0	0.100335518010968	0	0.0572787333180762	0	0	0.189616505291471	0	0	0	0.813183517043284	0	0	0.0437854483518398	0.0421404435194989	0	0	0.476228384375131	0	0	0
SRR20002363	0.0240986797649272	0.0338629547089399	0	0.0173084264602346	0.0156626212290242	0	0.0958954477023542	0	0	0	0	0.0201302937106669	0	0	0.0362760207788749	0.0597785879149761	0	0	0	0	0	0.0361963108447801	0	0.0353648630233319	0	0	0	0.0169716218032341	0	0	0.0109306514136008	0	0	0	0.0539715025870927	0	0	0.0761592407764066	0	0	0	0.222217124952498	0	0	0.017540343649392	1.19833710099201	0	0.126010819049898	0.199711636458755	0	0	0
