name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stutzerimonas stutzeri_AO	139038	S	123	2754	2877	0.14723
Stutzerimonas stutzeri	139027	S	40	1228	1268	0.06489
Stutzerimonas stutzeri_G	139046	S	9	152	161	0.00824
Stutzerimonas stutzeri_U	139055	S	3	276	279	0.01428
Stutzerimonas stutzeri_AC	139030	S	2	34	36	0.00184
Stutzerimonas stutzeri_AK	139036	S	2	91	93	0.00476
Stutzerimonas balearica	138998	S	1	28	29	0.00148
Stutzerimonas stutzeri_C	139043	S	1	18	19	0.00097
Stutzerimonas sp003488145	139015	S	1	36	37	0.00189
Pseudomonas aeruginosa	138123	S	108	2903	3011	0.15409
Pseudomonas paraeruginosa	138137	S	1	17	18	0.00092
Pseudomonas_E cerasi	138241	S	3	15	18	0.00092
Pseudomonas_E alcaligenes	138170	S	3	51	54	0.00276
Pseudomonas_E veronii	138942	S	2	34	36	0.00184
Pseudomonas_E paracarnis	138477	S	2	56	58	0.00297
Pseudomonas_E putida_P	138528	S	1	6	7	0.00036
Pseudomonas_E iridis	138395	S	1	11	12	0.00061
Pseudomonas_E benzenivorans	138212	S	1	10	11	0.00056
Pseudomonas_E putida_H	138523	S	1	43	44	0.00225
Pseudomonas_E palmensis	138476	S	1	3	4	0.00020
Thiopseudomonas sp012719655	139069	S	19	28	47	0.00241
Thiopseudomonas caeni	139061	S	2	9	11	0.00056
Thiopseudomonas sp001513025	139064	S	1	3	4	0.00020
Halopseudomonas sp012844345	138114	S	7	92	99	0.00507
Acinetobacter sp030053775	137228	S	2	63	65	0.00333
Acinetobacter ihumii	137101	S	2	35	37	0.00189
Vreelandella stevensii	136926	S	1	29	30	0.00154
Aquabacterium parvum	126468	S	190	1899	2089	0.10690
Aquabacterium sp001770775	126472	S	2	35	37	0.00189
Paraburkholderia phytofirmans	128028	S	19	91	110	0.00563
Paraburkholderia phenoliruptrix	128024	S	8	80	88	0.00450
Paraburkholderia fungorum	127991	S	4	20	24	0.00123
Paraburkholderia agricolaris	127963	S	2	9	11	0.00056
Cupriavidus basilensis	126906	S	1	29	30	0.00154
Cupriavidus pauculus	126932	S	1	14	15	0.00077
Hylemonella sp019745555	127248	S	2	29	31	0.00159
Alcaligenes ammonioxydans	126412	S	2	22	24	0.00123
Acidovorax temperans	126391	S	3	96	99	0.00507
Caballeronia udeis	126787	S	2	1	3	0.00015
Hydrogenophaga sp003599455	127176	S	1	7	8	0.00041
Ottowia massiliensis	127824	S	1	1	2	0.00010
Rhodoferax_A sp031291295	128804	S	1	9	10	0.00051
Pandoraea cepalis	127932	S	1	12	13	0.00067
Snodgrassella sp945267035	130442	S	1	3	4	0.00020
Proteus mirabilis	133356	S	4	14	18	0.00092
Silvania confinis	133499	S	1	2	3	0.00015
CU05-9 sp943913335	140813	S	5	14	19	0.00097
Stenotrophomonas acidaminiphila	141119	S	2	47	49	0.00251
Thermomonas hydrothermalis	141239	S	1	22	23	0.00118
Thiomicrorhabdus cannonii	139881	S	1	1	2	0.00010
Sphingopyxis sp001468395	125397	S	1	25	26	0.00133
Sphingomonas carotinifaciens	125017	S	1	4	5	0.00026
Sphingomonas sp000797515	125108	S	1	22	23	0.00118
Novosphingobium sp001298105	124460	S	1	7	8	0.00041
Agrobacterium tomkonis	119083	S	1	13	14	0.00072
Mesorhizobium terrae	119652	S	1	11	12	0.00061
Pontibaca sp947504115	122008	S	3	3	6	0.00031
Paracoccus yeei	121926	S	1	10	11	0.00056
Endobacter medicaginis	113784	S	1	2	3	0.00015
Cutibacterium acnes	48418	S	339	6968	7307	0.37393
Cutibacterium modestum	48421	S	9	33	42	0.00215
Cutibacterium namnetense	48422	S	3	4	7	0.00036
Arachnia sp936941515	48389	S	2	14	16	0.00082
Winkia anitrata	42687	S	8	16	24	0.00123
Kocuria palustris_A	45132	S	3	8	11	0.00056
Kocuria rhizophila_A	45135	S	1	6	7	0.00036
Kocuria palustris	45131	S	1	13	14	0.00072
Rothia terrae	45271	S	2	16	18	0.00092
Rothia amarae	45224	S	2	30	32	0.00164
Rothia aeria	45222	S	1	1	2	0.00010
Arthrobacter_D frigidicola	45019	S	2	74	76	0.00389
Micrococcus luteus	45158	S	1	16	17	0.00087
Bifidobacterium vaginale_A	42886	S	5	35	40	0.00205
Dermacoccus nishinomiyaensis	43368	S	3	17	20	0.00102
Kytococcus schroeteri	43426	S	2	2	4	0.00020
Yimella indica	43553	S	1	0	1	0.00005
Microbacterium sp029959865	44397	S	2	8	10	0.00051
Mycobacterium llatzerense	46513	S	4	13	17	0.00087
Mycobacterium immunogenum	46484	S	3	10	13	0.00067
Mycobacterium phocaicum	46563	S	1	13	14	0.00072
Corynebacterium propinquum	46122	S	3	13	16	0.00082
Corynebacterium kroppenstedtii_B	46077	S	1	4	5	0.00026
Corynebacterium sp027886475	46180	S	1	2	3	0.00015
Lawsonella clevelandensis_A	46365	S	20	30	50	0.00256
Gordonia sputi	46350	S	1	1	2	0.00010
Gordonia bronchialis	46300	S	1	1	2	0.00010
Saccharopolyspora_C sp016526145	47550	S	1	0	1	0.00005
Saccharopolyspora dendranthemae	47527	S	1	0	1	0.00005
Berryella sp001552935	51715	S	1	5	6	0.00031
Streptococcus sp000187445	56205	S	17	164	181	0.00926
Streptococcus mitis_CF	55995	S	1	38	39	0.00200
Lactococcus lactis	55812	S	2	31	33	0.00169
Desemzia incerta	55070	S	2	0	2	0.00010
JAUNQW01 sp030535975	55074	S	1	5	6	0.00031
Staphylococcus epidermidis	57090	S	5	143	148	0.00757
Staphylococcus warneri	57142	S	2	40	42	0.00215
Staphylococcus capitis	57076	S	1	6	7	0.00036
Alistipes onderdonkii	80996	S	1	18	19	0.00097
Deinococcus geothermalis	98771	S	4	6	10	0.00051
Deinococcus fonticola	98769	S	1	0	1	0.00005
Ruthenibacterium lactatiformans	69133	S	2	26	28	0.00143
Sellimonas intestinalis	63268	S	1	3	4	0.00020
Mageeibacillus indolicus	70238	S	1	9	10	0.00051
REEB421 sp018970845	112215	S	1	0	1	0.00005
