#Classification	S-15-POLPIL-B_bracken_O.kreport
k__Bacteria	1531558
k__Bacteria|p__Proteobacteria	1026738
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	548585
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	361640
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	129872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	28261
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	21301
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	7085
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	119
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	197
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	49
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales	10
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Magnetococcales	5
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Emcibacterales	13
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales	24
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Kordiimonadales	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	397263
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	384912
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	7372
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	1729
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	3249
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	72419
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	23968
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	17463
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	19835
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	1048
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	882
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	1825
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	298
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	180
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	151
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	409
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	203
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	48
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	96
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	35
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales	117
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	793
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	4998
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales	52
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales	3
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	8313
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	7294
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	502
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	285
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	136
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales	24
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales	38
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophales	5
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales	25
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	56
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	56
k__Bacteria|p__Proteobacteria|c__Oligoflexia	45
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	38
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales	5
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	2
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia	29
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales	29
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	24
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales	24
k__Bacteria|p__Actinobacteria	338425
k__Bacteria|p__Actinobacteria|c__Actinomycetia	328415
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	116218
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	49121
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	40343
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	36341
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	38734
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	23202
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	9496
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	2878
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	2206
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	1679
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	2575
