#Classification	SRR5091605_bracken_P.kreport
k__Bacteria	1825256
k__Bacteria|p__Bacteroidetes	1217453
k__Bacteria|p__Firmicutes	504884
k__Bacteria|p__Actinobacteria	13532
k__Bacteria|p__Proteobacteria	88546
k__Bacteria|p__Fusobacteria	609
k__Bacteria|p__Verrucomicrobia	229
k__Eukaryota	17
k__Eukaryota|k__Fungi	9
k__Eukaryota|k__Fungi|p__Ascomycota	9
k__Eukaryota|k__Viridiplantae	8
k__Eukaryota|k__Viridiplantae|p__Streptophyta	8
k__Viruses	322
k__Viruses|k__Heunggongvirae	322
k__Viruses|k__Heunggongvirae|p__Uroviricota	322
