#Classification	S-7-POLPIL-B_bracken_O.kreport
k__Bacteria	698924
k__Bacteria|p__Proteobacteria	437337
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	225212
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	157751
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	36594
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	24250
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	5469
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	955
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	40
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	35
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales	6
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales	4
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Emcibacterales	103
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	107881
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	107384
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	361
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	72
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	63
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	102836
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	12020
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	10143
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	15963
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	137
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	1002
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	224
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	1005
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	26
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	12
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	27
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	205
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	62057
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1356
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	1244
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	15
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	95
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	1
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	22
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	22
k__Bacteria|p__Proteobacteria|c__Oligoflexia	26
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	16
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	9
