#Classification	S-17-POLJUN-B_bracken_O.kreport
k__Bacteria	1119708
k__Bacteria|p__Proteobacteria	756725
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	324093
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	321831
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	1700
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	235
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	325
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	310831
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	234889
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	41106
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	16454
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	17199
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	1023
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	14
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	67
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	71
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Kordiimonadales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	118305
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	53738
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	53488
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	8190
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	157
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	1657
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	232
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	209
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	70
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	201
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	89
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	192
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales	61
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Kangiellales	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	3445
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	3123
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	145
