#Classification	SRR5091577_bracken_P.kreport
k__Bacteria	2120926
k__Bacteria|p__Bacteroidetes	1570754
k__Bacteria|p__Firmicutes	541058
k__Bacteria|p__Actinobacteria	4451
k__Bacteria|p__Proteobacteria	4606
k__Bacteria|p__Verrucomicrobia	27
k__Bacteria|p__Candidatus_Saccharibacteria	7
k__Bacteria|p__Fusobacteria	5
k__Bacteria|p__Synergistetes	13
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	12
k__Eukaryota|k__Viridiplantae	12
k__Eukaryota|k__Viridiplantae|p__Streptophyta	12
k__Viruses	82
k__Viruses|k__Heunggongvirae	81
k__Viruses|k__Heunggongvirae|p__Uroviricota	81
k__Viruses|k__Sangervirae	1
k__Viruses|k__Sangervirae|p__Phixviricota	1
