#Classification	SRR20002438_bracken_P.kreport
k__Bacteria	83647
k__Bacteria|p__Proteobacteria	73446
k__Bacteria|p__Actinobacteria	7354
k__Bacteria|p__Firmicutes	2648
k__Bacteria|p__Deinococcus-Thermus	61
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Bacteroidetes	127
k__Bacteria|p__Planctomycetes	3
k__Bacteria|p__Verrucomicrobia	3
k__Eukaryota	4130
k__Eukaryota|k__Metazoa	3244
k__Eukaryota|k__Metazoa|p__Chordata	3244
k__Eukaryota|k__Fungi	285
k__Eukaryota|k__Fungi|p__Basidiomycota	268
k__Eukaryota|k__Fungi|p__Ascomycota	17
k__Eukaryota|p__Apicomplexa	410
k__Eukaryota|k__Viridiplantae	190
k__Eukaryota|k__Viridiplantae|p__Streptophyta	190
k__Viruses	4
k__Viruses|k__Heunggongvirae	4
k__Viruses|k__Heunggongvirae|p__Uroviricota	4
