#Classification	SRR5091527_bracken_P.kreport
k__Bacteria	9088958
k__Bacteria|p__Firmicutes	4717792
k__Bacteria|p__Actinobacteria	306164
k__Bacteria|p__Tenericutes	1117
k__Bacteria|p__Deinococcus-Thermus	2
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Bacteroidetes	3965368
k__Bacteria|p__Proteobacteria	98169
k__Bacteria|p__Verrucomicrobia	198
k__Bacteria|p__Fusobacteria	98
k__Bacteria|p__Synergistetes	22
k__Bacteria|p__Candidatus_Saccharibacteria	17
k__Bacteria|p__Spirochaetes	5
k__Eukaryota	513
k__Eukaryota|k__Viridiplantae	499
k__Eukaryota|k__Viridiplantae|p__Streptophyta	499
k__Eukaryota|p__Euglenozoa	10
k__Eukaryota|k__Fungi	4
k__Eukaryota|k__Fungi|p__Ascomycota	3
k__Eukaryota|k__Fungi|p__Basidiomycota	1
k__Viruses	1368
k__Viruses|k__Heunggongvirae	1368
k__Viruses|k__Heunggongvirae|p__Peploviricota	1283
k__Viruses|k__Heunggongvirae|p__Uroviricota	85
