name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	133069	S	18	115	133	0.01970
Gilliamella sp946481345	133105	S	14	423	437	0.06472
Gilliamella apicola_R	133084	S	13	220	233	0.03451
Gilliamella sp946482005	133106	S	10	266	276	0.04088
Gilliamella apicola_N	133081	S	7	59	66	0.00977
Gilliamella sp946480175	133104	S	5	27	32	0.00474
Gilliamella apis_A	133086	S	4	68	72	0.01066
Gilliamella apis	133085	S	3	29	32	0.00474
Gilliamella sp009795845	133093	S	1	10	11	0.00163
Gilliamella apicola_Q	133083	S	1	9	10	0.00148
Frischella perrara	133059	S	403	803	1206	0.17861
Enterobacter cancerogenus	132957	S	3	28	31	0.00459
Snodgrassella alvi	130431	S	44	162	206	0.03051
Snodgrassella sp946481965	130443	S	3	18	21	0.00311
Vogesella mureinivorans	129842	S	8	67	75	0.01111
Zwartia sp030410375	129605	S	2	0	2	0.00030
Zwartia panacis	129586	S	1	6	7	0.00104
Comamonas denitrificans_A	126838	S	1	12	13	0.00193
Limnobacter parvus	127534	S	1	1	2	0.00030
Stenotrophomonas maltophilia	141133	S	1	66	67	0.00992
Bartonella_A apis	119303	S	42	267	309	0.04576
Bartonella_A sp946481695	119314	S	8	433	441	0.06531
Bartonella_A sp016100455	119305	S	4	41	45	0.00666
Bartonella_A sp946479275	119312	S	2	41	43	0.00637
Commensalibacter melissae	113763	S	143	208	351	0.05198
CAUJIW01 sp963205175	124224	S	1	4	5	0.00074
Lactobacillus helsingborgensis	55384	S	31	279	310	0.04591
Lactobacillus apis	55371	S	8	39	47	0.00696
Lactobacillus kimbladii_B	55397	S	4	86	90	0.01333
Lactobacillus kullabergensis	55399	S	3	57	60	0.00889
Lactobacillus melliventris	55401	S	3	24	27	0.00400
Lactobacillus kimbladii	55396	S	1	21	22	0.00326
Lactobacillus sp946479925	55443	S	1	24	25	0.00370
Lactobacillus sp946482465	55445	S	1	20	21	0.00311
Bombilactobacillus mellifer	55230	S	17	213	230	0.03406
Bombilactobacillus mellis	55231	S	3	84	87	0.01289
CALYQJ01 sp945273735	55234	S	3	4	7	0.00104
Bifidobacterium indicum	42787	S	12	27	39	0.00578
Bifidobacterium polysaccharolyticum	42812	S	3	28	31	0.00459
Bifidobacterium apousia	42747	S	2	36	38	0.00563
Bifidobacterium mellis	42799	S	1	31	32	0.00474
Bifidobacterium asteroides_H	42753	S	1	36	37	0.00548
Bifidobacterium asteroides_F	42751	S	1	14	15	0.00222
SR-FBR-E99 sp009881065	82754	S	1	346	347	0.05139
RZYY01 sp012516825	76722	S	1	900	901	0.13344
Sediminibacterium salmoneum	83763	S	1	147	148	0.02192
Apibacter sp945280365	89010	S	3	19	22	0.00326
T78 sp019136215	93894	S	1	68	69	0.01022
