name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stutzerimonas stutzeri_AO	139038	S	94	2317	2411	0.15623
Stutzerimonas stutzeri	139027	S	29	997	1026	0.06649
Stutzerimonas stutzeri_U	139055	S	4	316	320	0.02074
Stutzerimonas stutzeri_G	139046	S	2	36	38	0.00246
Stutzerimonas stutzeri_AC	139030	S	1	21	22	0.00143
Stutzerimonas sp003488145	139015	S	1	25	26	0.00168
Stutzerimonas sp018823765	139023	S	1	39	40	0.00259
Pseudomonas aeruginosa	138123	S	74	3038	3112	0.20166
Pseudomonas paraeruginosa	138137	S	1	17	18	0.00117
Pseudomonas_E mendocina_D	138447	S	2	61	63	0.00408
Pseudomonas_E sp002256055	138634	S	1	5	6	0.00039
Pseudomonas_E alcaliphila	138174	S	1	11	12	0.00078
Pseudomonas_E paracarnis	138477	S	1	39	40	0.00259
Acinetobacter johnsonii	137103	S	2	77	79	0.00512
Acinetobacter sp030053775	137228	S	1	41	42	0.00272
Acinetobacter junii	137104	S	1	106	107	0.00693
Psychrobacter sanguinis	137406	S	1	15	16	0.00104
JAUVQU01 sp030597965	136304	S	1	11	12	0.00078
Aquabacterium parvum	126468	S	73	1309	1382	0.08955
Aquabacterium sp913773725	126499	S	1	38	39	0.00253
Aquabacterium sp001770775	126472	S	1	18	19	0.00123
Burkholderia contaminans	126608	S	2	104	106	0.00687
Paraburkholderia phytofirmans	128028	S	10	58	68	0.00441
Paraburkholderia agricolaris	127963	S	2	11	13	0.00084
Paraburkholderia sp011752995	128063	S	2	5	7	0.00045
Paraburkholderia sp005503145	128062	S	2	5	7	0.00045
Paraburkholderia aromaticivorans	127965	S	1	10	11	0.00071
Paraburkholderia fungorum	127991	S	1	5	6	0.00039
Paraburkholderia phenoliruptrix	128024	S	1	9	10	0.00065
Hylemonella sp021845965	127252	S	1	13	14	0.00091
Alcaligenes ammonioxydans	126412	S	3	36	39	0.00253
Herbaspirillum huttiense	127116	S	1	13	14	0.00091
Cupriavidus pauculus	126932	S	1	16	17	0.00110
Caldimonas aquatica	126790	S	2	17	19	0.00123
