#Classification	SRR5091460_bracken_P.kreport
k__Bacteria	3835916
k__Bacteria|p__Bacteroidetes	2376849
k__Bacteria|p__Firmicutes	1347440
k__Bacteria|p__Actinobacteria	58684
k__Bacteria|p__Proteobacteria	48320
k__Bacteria|p__Verrucomicrobia	4099
k__Bacteria|p__Fusobacteria	364
k__Bacteria|p__Synergistetes	115
k__Bacteria|p__Spirochaetes	38
k__Bacteria|p__Candidatus_Saccharibacteria	4
k__Eukaryota	732
k__Eukaryota|k__Viridiplantae	439
k__Eukaryota|k__Viridiplantae|p__Streptophyta	439
k__Eukaryota|k__Metazoa	172
k__Eukaryota|k__Metazoa|p__Chordata	172
k__Eukaryota|k__Fungi	120
k__Eukaryota|k__Fungi|p__Ascomycota	116
k__Eukaryota|k__Fungi|p__Basidiomycota	3
k__Eukaryota|p__Euglenozoa	1
k__Archaea	4
k__Archaea|p__Euryarchaeota	4
k__Viruses	2500
k__Viruses|k__Heunggongvirae	2500
k__Viruses|k__Heunggongvirae|p__Uroviricota	2500
