name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	133069	S	164	1575	1739	0.02897
Gilliamella sp946481345	133105	S	145	5825	5970	0.09946
Gilliamella apis_A	133086	S	102	2245	2347	0.03910
Gilliamella apicola_N	133081	S	97	1133	1230	0.02049
Gilliamella sp946482005	133106	S	60	2162	2222	0.03702
Gilliamella apis	133085	S	45	603	648	0.01080
Gilliamella sp946480175	133104	S	35	258	293	0.00488
Gilliamella apicola_R	133084	S	24	557	581	0.00968
Gilliamella sp002142215	133091	S	19	268	287	0.00478
Gilliamella apicola_Q	133083	S	9	110	119	0.00198
Gilliamella sp945271295	133099	S	7	7	14	0.00023
Gilliamella bombicola	133088	S	2	17	19	0.00032
Gilliamella intestini	133089	S	1	22	23	0.00038
Gilliamella sp009795845	133093	S	1	15	16	0.00027
Frischella perrara	133059	S	1900	6305	8205	0.13669
Lonsdalea iberica	133211	S	51	279	330	0.00550
Lonsdalea britannica	133209	S	12	104	116	0.00193
Lonsdalea quercina_D	133214	S	1	11	12	0.00020
Gibbsiella quercinecans	133067	S	45	271	316	0.00526
Klebsiella oxytoca	133142	S	2	22	24	0.00040
Citrobacter gillenii	132889	S	1	29	30	0.00050
Kluyvera sp902363335	133167	S	2	12	14	0.00023
CALYPF01 sp945271245	132863	S	7	22	29	0.00048
Pantoea agglomerans	133241	S	2	9	11	0.00018
Hafnia paralvei	133110	S	1	9	10	0.00017
Morganella morganii_E	133235	S	2	38	40	0.00067
Snodgrassella alvi	130431	S	817	4460	5277	0.08791
Snodgrassella sp946481965	130443	S	34	168	202	0.00337
Snodgrassella alvi_G	130436	S	17	107	124	0.00207
Vogesella mureinivorans	129842	S	4	33	37	0.00062
Limnobacter parvus	127534	S	1	1	2	0.00003
Pseudomonas_E lundensis	138428	S	1	8	9	0.00015
Bartonella_A apis	119303	S	69	590	659	0.01098
Bartonella_A sp945285915	119309	S	13	264	277	0.00461
Bartonella_A sp016100455	119305	S	10	149	159	0.00265
Bartonella_A sp016102285	119306	S	4	37	41	0.00068
Bartonella_A sp946478665	119311	S	4	60	64	0.00107
Bartonella_A sp946480935	119313	S	2	22	24	0.00040
Bartonella_A sp946481695	119314	S	2	160	162	0.00270
Bartonella_A sp946479275	119312	S	1	30	31	0.00052
Methylobacterium sp900103195	118345	S	1	2	3	0.00005
Commensalibacter melissae	113763	S	263	727	990	0.01649
Commensalibacter sp945266285	113767	S	4	25	29	0.00048
Lactobacillus apis	55371	S	596	2947	3543	0.05902
Lactobacillus helsingborgensis	55384	S	274	2734	3008	0.05011
Lactobacillus melliventris	55401	S	229	1984	2213	0.03687
Lactobacillus panisapium	55405	S	90	382	472	0.00786
Lactobacillus apis_A	55372	S	68	1410	1478	0.02462
Lactobacillus sp945290125	55440	S	40	245	285	0.00475
Lactobacillus sp946482465	55445	S	39	789	828	0.01379
Lactobacillus kimbladii_B	55397	S	37	830	867	0.01444
Lactobacillus sp946479925	55443	S	25	607	632	0.01053
Lactobacillus kullabergensis	55399	S	18	352	370	0.00616
Lactobacillus kimbladii	55396	S	12	264	276	0.00460
Lactobacillus sp016100975	55419	S	10	123	133	0.00222
Lactobacillus sp946482425	55444	S	10	547	557	0.00928
Lactobacillus sp946477855	55442	S	8	169	177	0.00295
Lactobacillus huangpiensis	55387	S	8	93	101	0.00168
Lactobacillus sp945281075	55439	S	5	12	17	0.00028
Lactobacillus laiwuensis	55400	S	3	39	42	0.00070
Bombilactobacillus mellifer	55230	S	204	483	687	0.01145
Bombilactobacillus mellis	55231	S	108	1238	1346	0.02242
Bombilactobacillus mellis_A	55232	S	23	429	452	0.00753
Apilactobacillus sp025290035	55218	S	20	93	113	0.00188
Apilactobacillus apinorum	55207	S	1	4	5	0.00008
CALYQJ01 sp945273735	55234	S	1	10	11	0.00018
Bifidobacterium indicum	42787	S	227	660	887	0.01478
Bifidobacterium polysaccharolyticum	42812	S	64	877	941	0.01568
Bifidobacterium asteroides_H	42753	S	18	841	859	0.01431
Bifidobacterium choladohabitans	42770	S	13	447	460	0.00766
Bifidobacterium asteroides_F	42751	S	12	253	265	0.00441
Bifidobacterium asteroides_J	42755	S	9	258	267	0.00445
Bifidobacterium apousia	42747	S	8	208	216	0.00360
Bifidobacterium mellis	42799	S	6	267	273	0.00455
Bifidobacterium asteroides_G	42752	S	5	38	43	0.00072
Bifidobacterium asteroides	42750	S	4	62	66	0.00110
Bifidobacterium sp000499285	42832	S	2	44	46	0.00077
Bifidobacterium actinocoloniiforme	42736	S	2	1	3	0.00005
Bifidobacterium mizhiense	42804	S	2	51	53	0.00088
Mycobacterium sp001667075	46635	S	1	2	3	0.00005
CAMLLW01 sp946481295	63976	S	14	10	24	0.00040
Onthomonas sp937858235	67666	S	1	160	161	0.00268
Apibacter sp945280365	89010	S	13	83	96	0.00160
Spiroplasma melliferum	74595	S	3	6	9	0.00015
UBA3900 sp002391675	96339	S	2	3	5	0.00008
JAAZFE01 sp012511885	143764	S	1	9	10	0.00017
Methanoculleus thermophilus	34588	S	66	4881	4947	0.08241
