#Classification	SRR5091493_bracken_O.kreport
k__Bacteria	8727623
k__Bacteria|p__Bacteroidetes	5962787
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5962784
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	5962784
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	3
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	3
k__Bacteria|p__Firmicutes	2342444
k__Bacteria|p__Firmicutes|c__Clostridia	2251708
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2251708
k__Bacteria|p__Firmicutes|c__Negativicutes	86677
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	75337
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	11083
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	257
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2831
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2831
k__Bacteria|p__Firmicutes|c__Bacilli	1222
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1097
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	125
k__Bacteria|p__Firmicutes|c__Tissierellia	4
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	4
k__Bacteria|p__Actinobacteria	133201
k__Bacteria|p__Actinobacteria|c__Actinomycetia	111018
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	109740
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	576
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	324
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	305
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	71
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	22182
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	21130
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	1051
k__Bacteria|p__Chloroflexi	3
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	3
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales	3
k__Bacteria|p__Proteobacteria	288589
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	170522
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	170503
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	18
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	115816
