#Classification	SRR5091493_bracken_P.kreport
k__Bacteria	8727623
k__Bacteria|p__Bacteroidetes	5962787
k__Bacteria|p__Firmicutes	2342444
k__Bacteria|p__Actinobacteria	133201
k__Bacteria|p__Chloroflexi	3
k__Bacteria|p__Proteobacteria	288589
k__Bacteria|p__Fusobacteria	500
k__Bacteria|p__Verrucomicrobia	55
k__Bacteria|p__Candidatus_Saccharibacteria	25
k__Bacteria|p__Spirochaetes	11
k__Bacteria|p__Synergistetes	4
k__Bacteria|p__Elusimicrobia	2
k__Eukaryota	41
k__Eukaryota|k__Viridiplantae	35
k__Eukaryota|k__Viridiplantae|p__Streptophyta	35
k__Eukaryota|k__Metazoa	3
k__Eukaryota|k__Metazoa|p__Chordata	3
k__Eukaryota|k__Fungi	2
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	527
k__Viruses|k__Heunggongvirae	452
k__Viruses|k__Heunggongvirae|p__Uroviricota	452
k__Viruses|k__Sangervirae	75
k__Viruses|k__Sangervirae|p__Phixviricota	75
