#Classification	SRR5091480_bracken_P.kreport
k__Bacteria	2154385
k__Bacteria|p__Bacteroidetes	1268806
k__Bacteria|p__Firmicutes	819777
k__Bacteria|p__Actinobacteria	40389
k__Bacteria|p__Proteobacteria	25397
k__Bacteria|p__Fusobacteria	10
k__Bacteria|p__Verrucomicrobia	2
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	18
k__Eukaryota|k__Viridiplantae	18
k__Eukaryota|k__Viridiplantae|p__Streptophyta	18
k__Archaea	3
k__Archaea|p__Euryarchaeota	3
k__Viruses	9713
k__Viruses|k__Heunggongvirae	9713
k__Viruses|k__Heunggongvirae|p__Uroviricota	9713
