#Classification	SRR5091612_bracken_P.kreport
k__Bacteria	3431864
k__Bacteria|p__Bacteroidetes	1695451
k__Bacteria|p__Firmicutes	1310981
k__Bacteria|p__Actinobacteria	164605
k__Bacteria|p__Chloroflexi	5
k__Bacteria|p__Verrucomicrobia	196361
k__Bacteria|p__Proteobacteria	64206
k__Bacteria|p__Spirochaetes	166
k__Bacteria|p__Fusobacteria	83
k__Bacteria|p__Thermotogae	2
k__Bacteria|p__Synergistetes	1
k__Eukaryota	215
k__Eukaryota|k__Fungi	121
k__Eukaryota|k__Fungi|p__Ascomycota	121
k__Eukaryota|k__Viridiplantae	93
k__Eukaryota|k__Viridiplantae|p__Streptophyta	93
k__Viruses	14039
k__Viruses|k__Heunggongvirae	14039
k__Viruses|k__Heunggongvirae|p__Uroviricota	14039
