#Classification	SRR20002471_bracken_C.kreport
k__Bacteria	21143
k__Bacteria|p__Proteobacteria	17865
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	16073
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1554
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	232
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	5
k__Bacteria|p__Firmicutes	1684
k__Bacteria|p__Firmicutes|c__Bacilli	1672
k__Bacteria|p__Firmicutes|c__Clostridia	8
k__Bacteria|p__Firmicutes|c__Negativicutes	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1
k__Bacteria|p__Actinobacteria	1538
k__Bacteria|p__Actinobacteria|c__Actinomycetia	1529
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	9
k__Bacteria|p__Deinococcus-Thermus	17
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	17
k__Bacteria|p__Bacteroidetes	37
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	33
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	4
k__Bacteria|p__Fusobacteria	1
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1
k__Eukaryota	3623
k__Eukaryota|k__Metazoa	2063
k__Eukaryota|k__Metazoa|p__Chordata	2063
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	2063
k__Eukaryota|k__Fungi	151
k__Eukaryota|k__Fungi|p__Basidiomycota	147
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	147
k__Eukaryota|k__Fungi|p__Ascomycota	4
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	3
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	1
k__Eukaryota|k__Viridiplantae	1408
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1408
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1408
