name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829385	118327	S	49	637	686	0.09803
Methylobacterium sp022829365	118326	S	11	180	191	0.02729
Methylobacterium sp008039875	118308	S	6	104	110	0.01572
Methylobacterium sp022829635	118335	S	3	57	60	0.00857
Methylobacterium sp022829585	118333	S	2	28	30	0.00429
Methylobacterium sp017833295	118314	S	2	62	64	0.00915
Methylobacterium sp022829515	118331	S	1	18	19	0.00272
Lichenihabitans flavocetrariae	118233	S	27	55	82	0.01172
Pseudolabrys sp903891395	120775	S	1	2	3	0.00043
Azorhizobium doebereinerae	120376	S	1	21	22	0.00314
Mesorhizobium sp024746815	119645	S	1	16	17	0.00243
Lichenicoccus roseus	113922	S	107	644	751	0.10732
Acidisoma sp009765865	113615	S	95	327	422	0.06030
LMUY01 sp009765685	113921	S	1	18	19	0.00272
Sphingomonas_N sp937859915	125357	S	1	11	12	0.00171
Novosphingobium sp903970225	124574	S	1	19	20	0.00286
Rhizomicrobium sp028292825	115880	S	2	57	59	0.00843
Reyranella aerosaccus_B	117836	S	2	76	78	0.01115
Caballeronia sp001557535	126764	S	124	2689	2813	0.40197
Caballeronia sp022878925	126770	S	21	725	746	0.10660
Caballeronia sp001424345	126763	S	2	17	19	0.00272
Caballeronia sp009766085	126765	S	2	22	24	0.00343
Caballeronia sordidicola_C	126762	S	1	8	9	0.00129
Paraburkholderia ginsengisoli	127996	S	1	10	11	0.00157
Pseudomonas_E palmensis	138476	S	1	29	30	0.00429
Rhodanobacter sp903827735	140625	S	2	47	49	0.00700
Bog-1198 sp030776345	139669	S	1	62	63	0.00900
Granulicella_D aggregans_A	40206	S	54	127	181	0.02586
Granulicella_C sibirica	40198	S	9	49	58	0.00829
Terriglobus roseus	40380	S	1	2	3	0.00043
Terriglobus roseus_B	40382	S	1	2	3	0.00043
Edaphobacter lichenicola_A	40131	S	2	90	92	0.01315
Acidisarcina polymorpha	40108	S	1	1	2	0.00029
Palsa-288 sp030775885	40351	S	1	0	1	0.00014
Mycobacterium sp002043095	46670	S	2	26	28	0.00400
Mycobacterium sp002863225	46673	S	2	5	7	0.00100
Mycobacterium hodleri	46478	S	2	23	25	0.00357
Galbitalea sp025463785	43914	S	1	17	18	0.00257
Streptomyces sp029167645	49812	S	1	37	38	0.00543
Mucilaginibacter sp013408825	89912	S	1	5	6	0.00086
Mucilaginibacter sp024808665	89928	S	1	4	5	0.00071
Mucilaginibacter sp018449775	89923	S	1	4	5	0.00071
Pedobacter cryoconitis_C	90024	S	1	6	7	0.00100
Puia sp013288945	83678	S	3	16	19	0.00272
Paludibacter sp015654525	80428	S	1	1	2	0.00029
NSF051 sp937873135	96830	S	2	22	24	0.00343
NSF051 sp029379265	96828	S	1	6	7	0.00100
Schlesneria sp903840265	113058	S	3	10	13	0.00186
Gemmata tundricola	112182	S	3	7	10	0.00143
Capsulimonas corticalis	52990	S	3	5	8	0.00114
