#Classification	SRR20002430_bracken_P.kreport
k__Bacteria	2734946
k__Bacteria|p__Proteobacteria	1987183
k__Bacteria|p__Actinobacteria	151748
k__Bacteria|p__Firmicutes	590876
k__Bacteria|p__Deinococcus-Thermus	103
k__Bacteria|p__Cyanobacteria	5
k__Bacteria|p__Bacteroidetes	4591
k__Bacteria|p__Candidatus_Saccharibacteria	165
k__Bacteria|p__Fusobacteria	169
k__Bacteria|p__Verrucomicrobia	73
k__Bacteria|p__Chlamydiae	29
k__Eukaryota	8082
k__Eukaryota|k__Fungi	5293
k__Eukaryota|k__Fungi|p__Basidiomycota	5222
k__Eukaryota|k__Fungi|p__Ascomycota	71
k__Eukaryota|k__Metazoa	627
k__Eukaryota|k__Metazoa|p__Chordata	627
k__Eukaryota|k__Viridiplantae	2161
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2161
k__Archaea	24
k__Archaea|p__Euryarchaeota	24
k__Viruses	19
k__Viruses|k__Heunggongvirae	19
k__Viruses|k__Heunggongvirae|p__Uroviricota	19
