#Classification	NS40_bracken_C.kreport
k__Eukaryota|p__Bacillariophyta	1
k__Eukaryota|p__Bacillariophyta|c__Coscinodiscophyceae	1
k__Archaea	203
k__Archaea|p__Euryarchaeota	197
k__Archaea|p__Euryarchaeota|c__Methanomicrobia	90
k__Archaea|p__Euryarchaeota|c__Halobacteria	32
k__Archaea|p__Euryarchaeota|c__Methanobacteria	37
k__Archaea|p__Euryarchaeota|c__Methanococci	1
k__Archaea|p__Euryarchaeota|c__Thermococci	34
k__Archaea|p__Euryarchaeota|c__Candidatus_Methanoliparia	1
k__Archaea|p__Euryarchaeota|c__Archaeoglobi	1
k__Archaea|p__Crenarchaeota	2
k__Archaea|p__Crenarchaeota|c__Thermoprotei	2
k__Archaea|p__Thaumarchaeota	1
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria	1
k__Archaea|p__Candidatus_Thermoplasmatota	3
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata	3
k__Viruses	907404
k__Viruses|k__Heunggongvirae	907404
k__Viruses|k__Heunggongvirae|p__Uroviricota	907404
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	907404
