#Classification	S-27-POLPIL-G_bracken_O.kreport
k__Bacteria	184504
k__Bacteria|p__Proteobacteria	140115
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	79150
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	50936
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	23375
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	3831
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	908
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	96
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	58295
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	58214
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	77
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2509
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	554
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	460
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	1206
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	217
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	6
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	17
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	8
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	9
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	17
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Kangiellales	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	155
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	140
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	14
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	1
k__Bacteria|p__Proteobacteria|c__Oligoflexia	4
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	4
k__Bacteria|p__Actinobacteria	21094
k__Bacteria|p__Actinobacteria|c__Actinomycetia	20163
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	10811
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2557
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	848
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	897
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	1757
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	776
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	277
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	153
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	209
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	207
