name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	133069	S	68	597	665	0.04468
Gilliamella sp946480175	133104	S	27	231	258	0.01733
Gilliamella sp946481345	133105	S	26	1184	1210	0.08129
Gilliamella apicola_N	133081	S	25	327	352	0.02365
Gilliamella apis	133085	S	20	304	324	0.02177
Gilliamella apicola_R	133084	S	16	424	440	0.02956
Gilliamella apis_A	133086	S	12	314	326	0.02190
Gilliamella sp946482005	133106	S	7	299	306	0.02056
Gilliamella apicola_P	133082	S	2	41	43	0.00289
Gilliamella intestini	133089	S	1	26	27	0.00181
Frischella perrara	133059	S	843	2009	2852	0.19160
Hafnia paralvei	133110	S	3	25	28	0.00188
Klebsiella grimontii	133137	S	1	15	16	0.00107
Enterobacter ludwigii	132976	S	1	16	17	0.00114
Snodgrassella alvi	130431	S	130	567	697	0.04683
Snodgrassella sp946481965	130443	S	7	48	55	0.00369
Snodgrassella alvi_G	130436	S	3	19	22	0.00148
Vogesella mureinivorans	129842	S	11	114	125	0.00840
Limnobacter parvus	127534	S	1	1	2	0.00013
Entomomonas sp945283395	138084	S	46	17	63	0.00423
Pseudomonas aeruginosa	138123	S	1	30	31	0.00208
Commensalibacter melissae	113763	S	19	33	52	0.00349
Commensalibacter sp945266285	113767	S	2	9	11	0.00074
Bombella pollinis	113699	S	5	2	7	0.00047
Lactobacillus apis	55371	S	125	618	743	0.04992
Lactobacillus melliventris	55401	S	41	362	403	0.02707
Lactobacillus helsingborgensis	55384	S	25	254	279	0.01874
Lactobacillus sp016100975	55419	S	12	149	161	0.01082
Lactobacillus sp946479925	55443	S	10	243	253	0.01700
Lactobacillus kimbladii	55396	S	10	220	230	0.01545
Lactobacillus kullabergensis	55399	S	9	176	185	0.01243
Lactobacillus apis_A	55372	S	9	187	196	0.01317
Lactobacillus sp946482465	55445	S	8	163	171	0.01149
Lactobacillus sp945290125	55440	S	5	26	31	0.00208
Lactobacillus kimbladii_B	55397	S	3	67	70	0.00470
Lactobacillus sp946477855	55442	S	3	65	68	0.00457
Lactobacillus laiwuensis	55400	S	2	25	27	0.00181
Lactobacillus huangpiensis	55387	S	2	24	26	0.00175
Lactobacillus sp946482425	55444	S	2	93	95	0.00638
Bombilactobacillus mellis	55231	S	87	2056	2143	0.14397
Bombilactobacillus mellifer	55230	S	26	313	339	0.02277
Bombilactobacillus mellis_A	55232	S	18	932	950	0.06382
Bifidobacterium indicum	42787	S	24	47	71	0.00477
Bifidobacterium sp000499285	42832	S	4	74	78	0.00524
Bifidobacterium polysaccharolyticum	42812	S	3	34	37	0.00249
Bifidobacterium apousia	42747	S	2	43	45	0.00302
Bifidobacterium choladohabitans	42770	S	2	57	59	0.00396
Bifidobacterium asteroides_G	42752	S	2	11	13	0.00087
Bifidobacterium asteroides_F	42751	S	2	34	36	0.00242
Bifidobacterium asteroides_J	42755	S	1	23	24	0.00161
Cutibacterium acnes	48418	S	2	90	92	0.00618
Cutibacterium namnetense	48422	S	1	3	4	0.00027
CAMLLW01 sp946481295	63976	S	12	57	69	0.00464
Apibacter sp945280365	89010	S	4	26	30	0.00202
Cryptobacteroides sp029009115	82262	S	1	0	1	0.00007
CAMCDL01 sp945873565	72663	S	1	1	2	0.00013
