GCA_944320205.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp905187815
GCA_021628965.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp905187815
GCA_949297345.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp949295765
GCA_949295765.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp949295765
GCF_000308215.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccus,s__Methanomassiliicoccus luminyensis
GCA_023708665.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccus_A,s__Methanomassiliicoccus_A sp905203995
GCA_905202485.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccus_A,s__Methanomassiliicoccus_A sp905202485
GCA_934086205.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp905187815
GCA_902467075.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccus_A,s__Methanomassiliicoccus_A sp905202485
GCA_934155295.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp006954465
GCA_959597175.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp959597175
