#Classification	SRR20002366_bracken_P.kreport
k__Bacteria	16018
k__Bacteria|p__Proteobacteria	14310
k__Bacteria|p__Actinobacteria	961
k__Bacteria|p__Firmicutes	733
k__Bacteria|p__Deinococcus-Thermus	3
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Bacteroidetes	6
k__Bacteria|p__Coprothermobacterota	2
k__Eukaryota	825
k__Eukaryota|k__Metazoa	696
k__Eukaryota|k__Metazoa|p__Chordata	696
k__Eukaryota|k__Fungi	43
k__Eukaryota|k__Fungi|p__Basidiomycota	32
k__Eukaryota|k__Fungi|p__Ascomycota	11
k__Eukaryota|k__Viridiplantae	86
k__Eukaryota|k__Viridiplantae|p__Streptophyta	86
