#Classification	S-25-POLJUN-G_bracken_P.kreport
k__Bacteria	16866
k__Bacteria|p__Proteobacteria	15756
k__Bacteria|p__Cyanobacteria	852
k__Bacteria|p__Actinobacteria	181
k__Bacteria|p__Acidobacteria	57
k__Bacteria|p__Bacteroidetes	16
k__Bacteria|p__Planctomycetes	1
k__Eukaryota	1623
k__Eukaryota|k__Viridiplantae	1390
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1390
k__Eukaryota|k__Metazoa	233
k__Eukaryota|k__Metazoa|p__Chordata	233
