name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Corynebacterium freneyi	46047	S	2	166	168	0.03365
Corynebacterium coyleae	46023	S	1	73	74	0.01482
Corynebacterium sp937999985	46209	S	1	386	387	0.07751
Lawsonella clevelandensis_A	46365	S	8	51	59	0.01182
Gordonia sputi	46350	S	1	5	6	0.00120
Cutibacterium acnes	48418	S	149	1603	1752	0.35089
Cutibacterium namnetense	48422	S	2	3	5	0.00100
Cutibacterium modestum	48421	S	1	1	2	0.00040
Aestuariimicrobium sp017355265	48347	S	2	5	7	0.00140
Enemella dayhoffiae	48429	S	2	4	6	0.00120
Arachnia sp936941515	48389	S	2	13	15	0.00300
UBA3913 sp002391425	44759	S	4	2	6	0.00120
Gulosibacter sp916618895	43935	S	1	1	2	0.00040
Dermacoccus abyssi	43367	S	1	1	2	0.00040
Dermacoccus nishinomiyaensis	43368	S	1	4	5	0.00100
Kytococcus aerolatus	43425	S	1	0	1	0.00020
Brevibacterium ravenspurgense	42961	S	1	1	2	0.00040
Stutzerimonas stutzeri_AO	139038	S	31	426	457	0.09153
Stutzerimonas stutzeri	139027	S	2	43	45	0.00901
Pseudomonas aeruginosa	138123	S	13	265	278	0.05568
Pseudomonas_E benzenivorans	138212	S	1	19	20	0.00401
Acinetobacter ihumii	137101	S	6	27	33	0.00661
Acinetobacter bereziniae	137066	S	2	22	24	0.00481
Acinetobacter ursingii	137253	S	1	8	9	0.00180
Vreelandella stevensii	136926	S	2	25	27	0.00541
Aquabacterium parvum	126468	S	20	205	225	0.04506
Paraburkholderia phytofirmans	128028	S	3	17	20	0.00401
Paraburkholderia fungorum	127991	S	2	11	13	0.00260
Paraburkholderia sp005503145	128062	S	1	3	4	0.00080
Pantoea anthophila	133245	S	5	5	10	0.00200
Pantoea alvi	133243	S	1	4	5	0.00100
Klebsiella michiganensis	133140	S	1	10	11	0.00220
Leclercia adecarboxylata	133185	S	1	6	7	0.00140
CU05-9 sp943913335	140813	S	1	2	3	0.00060
Xanthobacter sp021401125	120870	S	1	6	7	0.00140
Staphylococcus epidermidis	57090	S	80	994	1074	0.21510
Streptococcus thermophilus	56397	S	2	22	24	0.00481
Streptococcus sp000187445	56205	S	1	7	8	0.00160
Limosilactobacillus fermentum	55598	S	2	5	7	0.00140
Aerococcus sp002252085	54940	S	1	4	5	0.00100
Enterococcus faecalis	55088	S	1	5	6	0.00120
Paenibacillus campinasensis	56630	S	2	0	2	0.00040
Fusobacterium animalis	102578	S	4	84	88	0.01762
Prevotella bivia	77340	S	3	30	33	0.00661
Prevotella sp905372445	77961	S	1	5	6	0.00120
Ureaplasma parvum	74737	S	2	4	6	0.00120
Microsaccharimonas sp001897295	110734	S	2	0	2	0.00040
Clostridium_A leptum	64444	S	1	6	7	0.00140
Allomeiothermus silvanus	98864	S	1	0	1	0.00020
JAEXNA01 sp023447635	102279	S	1	0	1	0.00020
