feature	Acetobacteraceae	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Akkermansiaceae	Atopobiaceae	Bacillaceae	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridiaceae	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Dehalococcoidaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII..Incertae.Sedis	Fusobacteriaceae	Lachnospiraceae	Lactobacillaceae	Lawsonellaceae	Leptotrichiaceae	Methylobacteriaceae	Micrococcaceae	Moraxellaceae	Muribaculaceae	Nanosynbacteraceae	Neisseriaceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Rikenellaceae	Selenomonadaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Synergistaceae	Tannerellaceae	Treponemataceae	Turicibacteraceae	Veillonellaceae	Weeksellaceae	Xanthomonadaceae
NS10	0.00136060659625636	0.0182757362106341	0.00285403546807486	0.0022767315662947	0.00737751401036018	0.00285403546807486	0.00160989163406052	0.0806186359746583	0	0.306661952927762	0	0	0.018457208078699	0	0.00885974144650604	0.147326589633021	0.00379997539575255	0.430691302628444	0	0	0	0.0382275725060238	0.0765791355149284	0.0522788822210785	0.106794896442395	0.0223340425615282	0.000860523009419426	0.00291817928558155	0.703124240211122	0.00551006294005705	0	0	0	0	0	0	0.000608481617779146	0	0.00285403546807486	0.522063121689696	0	0.00505444913584975	0.09322070756298	0	0	0.0553096767370015	0.00219391329767454	0.0125739815141644	0.0109697776970663	0.000860523009419426	0	0	0.0454851784765789	0.00847526917196669	0	0.0261322813360115	0.00291817928558155	0.00321978744057834	0.0456276029638718	0.00278841651383944	0.00136060659625636
NS11	0.00151236833682882	0.0397980711120115	0.00248778195810776	0	0.042781404866521	0.00132252762646601	0	0.726168335355511	0.00267036975841321	0.112258994337251	0	0	0.00368633347969703	0.00276930591322848	0.0122209579556233	0.0386791072059633	0.000898480454048203	0.0647566279452775	0	0	0.0017591265854119	0.0153319155157007	0.104835639724048	0.0278371565268457	0.0341094365999991	0.0150752396504581	0.000635321579081524	0	0.163376838587083	0.0364879465529602	0	0	0	0.000970469829307601	0	0.00744535775062277	0	0	0.0712455716694119	0.295896346236772	0.00715036891255285	0.00132252762646601	0.0121325549157949	0	0	0.519433724028214	0.000518737885477445	0.0547314196859541	0.10385502849846	0.000898480454048203	0	0.00361259903741226	0.0271442811791546	0.0340699382096074	0	0.307744212908287	0.00248778195810776	0.00334174113468529	0.229923562116666	0.00132252762646601	0
NS13	0.00242873558029834	0.00144288302254609	0.00333220061622728	0	0.00266706004246628	0.000416524318254217	0.00325316456566606	0.418093035616025	0.000589054356966076	0.00696984117253617	0	0	0.0131588565884107	0.00340940498956443	0.00365499409130591	0.103139281864894	0	0.00242873558029834	0.000589054356966076	0	0	0.058976419550103	0	0.0261114335648958	0.0522223892694604	0.0146974049790553	0.00166609799565625	0	0.874292956053061	0.00566537337344215	0.000589054356966076	0	0	0	0	0	0	0	0.00825736648444213	0.380687989129342	0.00220404124295605	0.009580205587916	0.28699498560092	0	0.000589054356966076	0.00769169086823904	0.000416524318254217	0	0.0812153140503496	0	0	0.00317215992920059	0.0484415732650197	0	0	0.0325959708794939	0.00370215747007149	0.0164310261895762	0.00273133592790014	0	0
NS21	0.00103567169829417	0.00189944538807269	0.00243888339205309	0.00239856841520716	0.00305958119070987	0.000624533461539252	0.00128750898634521	0.688329950348639	0.000441611831378379	0.0302025746389929	0	0.00152978880530058	0.0193592268235136	0.00195010621786645	0.00286197558251458	0.0880705326442328	0	0.00229468432673278	0.0183823811561112	0.000312266715544981	0.00076489417889438	0.0275573757022362	0.0923849046007975	0.00980055693371137	0.0646192713465792	0.00633836440830029	0.00245879301453828	0.00128750898634521	0.464928375031853	0.0021407943453963	0	0.00108172382705216	0	0.000883223748880373	0	0	0.000441611831378379	0	0.041359723908977	0.641944583068363	0.0112591742464152	0.00139649963735428	0.0439950478899587	0	0.000312266715544981	0.00472547038497927	0.00124906716667298	0	0.00867078303469885	0	0	0	0.0464500370262984	0.0020237209606414	0	0.0798639745983817	0.00328993987494152	0.00182081317322129	0.0389606690287825	0	0
NS25	0.00330753829418123	0.112583116443841	0.00177399558368868	0.00122417291839535	0.00217269256279456	0	0	0.73755804755234	0.00364179298073675	0.0379268382383122	0	0	0.0427601484961703	0	0.00315685186521296	0.0785424582130922	0	0.00109493349000294	0	0	0.00217269256279456	0.0193532050548339	0.0190939364611582	0.136100975038487	0.0365379405348082	0.0254937862791589	0	0.000821200045714279	0.253635018424516	0.00201152221917597	0	0	0	0.000821200045714279	0	0.000865620863840662	0.000273733321223659	0	0.0208502161438479	0.713799976394098	0.00276457451651472	0.00597219142194045	0.0333848338119703	0	0.000273733321223659	0.00816634064453468	0.00195484814266607	0.0250054136187419	0.0193686895569453	0	0	0	0.0100167125809431	0.0292385765787509	0	0.0961704511771022	0.00276457451651472	0.00889539725808299	0.00134101431037227	0	0
NS27	0.00248108600430641	0.00946495656051666	0.00220450228925496	0.00539992761460853	0.0741031428759202	0.0137734188345762	0.000804969856194944	0.444101095921133	0.00201242578149274	0.325379915111703	0	0	0.0257052015839124	0.00334329677549113	0.0124318267498042	0.0954650523916386	0.00113839941087514	0.0850382101644734	0.000402484895497375	0	0	0.0166443823185672	0	0.00912509010648483	0.119869578738003	0.0188105504276839	0.002276800297066	0.00106487511244941	0.542859480910092	0.0166005194927999	0	0.000899983683443747	0	0.000804969856194944	0	0	0	0	0.00364466371163068	0.654752009987722	0.0266371899114568	0.00567777850915948	0.0314454092853768	0	0.000804969856194944	0.0169338989771688	0.00133489174255801	0	0.0678142130928485	0	0	0.00458904985137033	0.126234945707835	0.0234466768330169	0	0.103065887397913	0.00263927295201648	0.00420207792707326	0.0568865638616747	0.0200085181585797	0
NS28	0.00151314523758221	0.0498754178355183	0.0133450776645917	0	0.247710998367573	0.0143820051351516	0.0035306782091004	0.245779776497168	0.00425000730599962	0.0958303280321694	0	0	0.144243996182611	0.00603156270047978	0.00678581187342865	0.0679135405457745	0	0.0233294222052021	0.0054790135111786	0	0	0.00819532195780011	0.0845163344689327	0.0255973637111554	0.0427159701235023	0.0128398109953133	0.0016728451439824	0.00917654686717586	0.404058628629695	0.00784641607968114	0.00151314523758221	0	0	0	0	0.00833384743223599	0	0.000873614587992602	0.0493592821021762	0.616284211377992	0.0209257641344168	0.00716867017523636	0.030069225757155	0	0.00514372544805174	0.547725749235931	0.00100876327786274	0.00356652372814025	0.116505554249702	0	0	0	0.0512189826878713	0.080027882539446	0.00123547775577948	0.189023866690149	0.00247095739740377	0.00792706135977791	0.104731047032734	0.0102999448977009	0
NS29	0	0.0317134470251203	0.00576855305801855	0	0.00293991479476461	0.0027500379818933	0.0299786048871174	0.245950185182834	0.00113862270976322	0.489100006123488	0	0	0.0311389485453859	0.00322051622831651	0.0209245214858307	0.257523891631747	0	0.0263271454760619	0.00293991479476461	0	0	0.148031588673195	0.0391450540209902	0.0592704291037896	0.350418658353002	0.0760801539606691	0.00850808393327907	0.00290293315777314	0.529211079234599	0.00834136440887702	0	0	0	0.00146995580925803	0	0	0.00103941553360931	0	0.00103941553360931	0.495905657633086	0.00122985313350616	0.0253951167164246	0.104835813635118	0	0.000464840691043015	0.0106915391976777	0.00167600767077128	0	0.0482368222951147	0.00368956684136549	0	0	0.0681562767061585	0	0	0.0164681803985248	0.00218029775196932	0.0139688972142458	0.00354012850031143	0	0
NS30	0.00433453459375004	0.0163617082804745	0.0053541209656666	0.00228684909333932	0.00518877208912969	0.00139173127403964	0.00391173926624775	0.155760548189278	0	0.229044121272993	0	0	0.0152906449750961	0.00549692400164529	0.00320401045216377	0.18653818207223	0	0.0243954554404062	0.000440103943818636	0	0.000440103943818636	0.0577141990508903	0.263987419767039	0.0896223968897418	0.103071700846012	0.0456404226252789	0.00278346524375491	0.00145966012160858	0.837964997995346	0.0130411176972384	0	0	0.00116440581189843	0.00181459598387412	0.0058882232991552	0	0.00329344219221668	0	0.00191836973047595	0.499726468097805	0	0.00805531163530369	0.102448132897882	0.00107803027014663	0	0.0133711585338932	0.00260369290226783	0	0.0210438604880602	0.00164671886340796	0	0	0.0541825430301287	0.00433453459375004	0	0.0115608420016718	0.00529957789978245	0.00585523541617768	0.00612997680449807	0	0
NS32	0.00428705291495796	0.0298669078758127	0.0039976958591304	0	0.0598988397138432	0.00115403257247778	0.00154829744312031	0.352602694474068	0.00546190496143282	0.0920739021367947	0	0	0.122875679328786	0	0.0120928795089579	0.154476932797953	0	0.0420705149329631	0.00300935264311728	0	0.011926524172465	0.0153192643128745	0.0941569367334876	0.0518365634688977	0.0261616157302311	0.016515916974235	0.00171170737954158	0	0.585255067861495	0.064771990126236	0	0	0	0.00136546987544965	0	0.0045580782178921	0	0	0.0752853256329292	0.672772471219695	0.00287352124871257	0.00342341977431248	0.0205159663641073	0	0.00247512610002779	0.305220463222352	0.000893909707470705	0	0.0952195589059534	0.00145974876362946	0	0	0.032417348487201	0.0437973236812492	0	0.090105322778394	0.00326410210247234	0.00583902616028845	0.00268173197962329	0	0
