#Classification	SRR5091572_bracken_P.kreport
k__Bacteria	10182235
k__Bacteria|p__Bacteroidetes	7317561
k__Bacteria|p__Firmicutes	2680564
k__Bacteria|p__Actinobacteria	102987
k__Bacteria|p__Proteobacteria	68947
k__Bacteria|p__Fusobacteria	11091
k__Bacteria|p__Verrucomicrobia	1060
k__Bacteria|p__Candidatus_Saccharibacteria	9
k__Bacteria|p__Spirochaetes	9
k__Bacteria|p__Synergistetes	3
k__Eukaryota	4126
k__Eukaryota|k__Metazoa	1582
k__Eukaryota|k__Metazoa|p__Chordata	1582
k__Eukaryota|k__Fungi	1445
k__Eukaryota|k__Fungi|p__Ascomycota	1264
k__Eukaryota|k__Fungi|p__Basidiomycota	181
k__Eukaryota|k__Viridiplantae	1097
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1097
k__Archaea	8
k__Archaea|p__Euryarchaeota	8
k__Viruses	2465
k__Viruses|k__Heunggongvirae	2465
k__Viruses|k__Heunggongvirae|p__Uroviricota	2465
