#Classification	SRR5091481_bracken_P.kreport
k__Bacteria	2517695
k__Bacteria|p__Bacteroidetes	1989333
k__Bacteria|p__Firmicutes	462011
k__Bacteria|p__Actinobacteria	5470
k__Bacteria|p__Proteobacteria	60751
k__Bacteria|p__Synergistetes	118
k__Bacteria|p__Fusobacteria	6
k__Bacteria|p__Verrucomicrobia	1
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	678
k__Eukaryota|k__Fungi	624
k__Eukaryota|k__Fungi|p__Ascomycota	624
k__Eukaryota|k__Viridiplantae	54
k__Eukaryota|k__Viridiplantae|p__Streptophyta	54
k__Viruses	981
k__Viruses|k__Heunggongvirae	981
k__Viruses|k__Heunggongvirae|p__Uroviricota	981
