#Classification	SRR5091597_bracken_P.kreport
k__Bacteria	2133645
k__Bacteria|p__Firmicutes	914954
k__Bacteria|p__Actinobacteria	169817
k__Bacteria|p__Bacteroidetes	759177
k__Bacteria|p__Proteobacteria	286210
k__Bacteria|p__Fusobacteria	3430
k__Bacteria|p__Synergistetes	38
k__Bacteria|p__Spirochaetes	9
k__Bacteria|p__Verrucomicrobia	5
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Eukaryota	234
k__Eukaryota|k__Fungi	151
k__Eukaryota|k__Fungi|p__Ascomycota	151
k__Eukaryota|k__Metazoa	47
k__Eukaryota|k__Metazoa|p__Chordata	47
k__Eukaryota|k__Viridiplantae	34
k__Eukaryota|k__Viridiplantae|p__Streptophyta	34
k__Archaea	8
k__Archaea|p__Euryarchaeota	8
k__Viruses	422
k__Viruses|k__Heunggongvirae	422
k__Viruses|k__Heunggongvirae|p__Uroviricota	421
k__Viruses|k__Heunggongvirae|p__Peploviricota	1
