name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829385	118327	S	43	573	616	0.17871
Methylobacterium sp022829365	118326	S	17	247	264	0.07659
Methylobacterium sp022829585	118333	S	3	39	42	0.01218
Methylobacterium sp008039875	118308	S	2	39	41	0.01189
Methylobacterium sp022829515	118331	S	1	16	17	0.00493
Lichenihabitans flavocetrariae	118233	S	13	25	38	0.01102
Lichenicoccus roseus	113922	S	60	306	366	0.10618
Acidisoma sp009765865	113615	S	55	157	212	0.06150
LMUY01 sp009765685	113921	S	1	45	46	0.01334
Sphingomonas_N sp937859915	125357	S	3	26	29	0.00841
Polymorphobacter_B sp903642255	124676	S	1	6	7	0.00203
CAHJWH01 sp937863535	114502	S	1	2	3	0.00087
Caballeronia sp001557535	126764	S	25	732	757	0.21961
Paraburkholderia ginsengisoli	127996	S	2	23	25	0.00725
Paraburkholderia metrosideri	128013	S	1	10	11	0.00319
Pseudomonas_E sp003014915	138658	S	1	101	102	0.02959
Acidisarcina polymorpha	40108	S	41	48	89	0.02582
Granulicella_D sp903642265	40207	S	3	0	3	0.00087
EB88 sp003858395	40122	S	2	3	5	0.00145
Granulicella sp903970395	40191	S	2	71	73	0.02118
Silvibacterium bohemicum	40370	S	1	4	5	0.00145
NSF051 sp029379215	96827	S	2	12	14	0.00406
Stigonema ocellatum	96939	S	1	173	174	0.05048
Mycobacterium madagascariense	46516	S	1	14	15	0.00435
Mycobacterium sp016462545	46709	S	1	3	4	0.00116
Cutibacterium acnes	48418	S	1	441	442	0.12823
Mucilaginibacter sp013408825	89912	S	1	15	16	0.00464
Capsulimonas corticalis	52990	S	3	6	9	0.00261
JACDAE01 sp013695595	95986	S	1	0	1	0.00029
JALYTT01 sp030854145	95992	S	1	1	2	0.00058
JABDGH01 sp903970275	144938	S	1	3	4	0.00116
JABDDJ01 sp013287645	93331	S	1	1	2	0.00058
