#Classification	SRR20002417_bracken_P.kreport
k__Bacteria	126592
k__Bacteria|p__Proteobacteria	118975
k__Bacteria|p__Actinobacteria	5669
k__Bacteria|p__Firmicutes	1837
k__Bacteria|p__Deinococcus-Thermus	6
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Bacteroidetes	100
k__Bacteria|p__Spirochaetes	1
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	3359
k__Eukaryota|k__Metazoa	2788
k__Eukaryota|k__Metazoa|p__Chordata	2788
k__Eukaryota|k__Fungi	93
k__Eukaryota|k__Fungi|p__Basidiomycota	57
k__Eukaryota|k__Fungi|p__Ascomycota	36
k__Eukaryota|k__Viridiplantae	476
k__Eukaryota|k__Viridiplantae|p__Streptophyta	476
k__Eukaryota|p__Euglenozoa	1
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	13
k__Viruses|k__Heunggongvirae	13
k__Viruses|k__Heunggongvirae|p__Uroviricota	8
k__Viruses|k__Heunggongvirae|p__Peploviricota	5
