intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,match_filename,match_name,match_md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
167000,0.09483248154457695,0.023139808784813636,0.09483248154457695,0.07357537869680211,1.8323353293413174,2.0,1.006878704649962,signatures/ed637ce0849ed00dc0eb3a30f8e4230c.sig.gz,"GCA_021667175.1 Pseudomonas aeruginosa strain=PS07, PDT000866453.1",ed637ce0849ed00dc0eb3a30f8e4230c,0.023139808784813636,167000,0,1594000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/AD_Skin/preproc/SRR20002354/SRR20002354_unmatched_2.fastq,SRR20002354,7d3244629c6a3a1c02453a284f263bf6,1761000,31,DNA,1000,1761,true,0.926826871103787,0.8855996001820717,0.9062132356429293,0.926826871103787,306,306,4159
114000,0.06473594548551959,0.026490066225165563,0.06132879045996593,0.04568405866794903,1.7592592592592593,1.0,1.0790116394042386,signatures/7b2e6c817a0634c4bc2e68ca6d223d8f.sig.gz,"GCA_003331695.1 Pseudomonas sp., ASM333169v1",7b2e6c817a0634c4bc2e68ca6d223d8f,0.027961736571008096,108000,1,1486000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/AD_Skin/preproc/SRR20002354/SRR20002354_unmatched_2.fastq,SRR20002354,7d3244629c6a3a1c02453a284f263bf6,1761000,31,DNA,1000,1761,true,0.9154820947904508,0.8910235153071393,0.9032528050487951,0.9154820947904508,190,496,4159
63000,0.03577512776831346,0.025915261209378856,0.03577512776831346,0.02716999278672758,1.7936507936507937,1.0,1.086113358384508,signatures/62b7f79df350fa5c7d376ce88d86a696.sig.gz,"GCA_003384465.1 Cutibacterium acnes strain=T20736, ASM338446v1",62b7f79df350fa5c7d376ce88d86a696,0.025915261209378856,63000,2,1423000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/AD_Skin/preproc/SRR20002354/SRR20002354_unmatched_2.fastq,SRR20002354,7d3244629c6a3a1c02453a284f263bf6,1761000,31,DNA,1000,1761,true,0.8981343957261685,0.8888416029043207,0.8934879993152446,0.8981343957261685,113,609,4159
