feature	Absiella	Acidaminococcus	Actinomyces	Adlercreutzia	Aeriscardovia	Agathobaculum	Akkermansia	Alistipes	Anaerococcus	Anaerofustis	Anaeromassilibacillus	Anaerostipes	Anaerotruncus	Asaccharobacter	Atopobium	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricimonas	Campylobacter	Catabacter	Catenibacterium	Christensenella	Clostridiales.Family.XIII.Incertae.Sedis.unclassified	Clostridiales.unclassified	Clostridium	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Denitrobacterium	Dialister	Dielma	Dorea	Eggerthella	Eisenbergiella	Enorma	Enterorhabdus	Erysipelatoclostridium	Escherichia	Eubacterium	Faecalibacterium	Faecalitalea	Firmicutes.unclassified	Flavonifractor	Fusicatenibacter	Gemella	Gemmiger	Gordonibacter	Haemophilus	Holdemanella	Holdemania	Hungatella	Intestinibacter	Intestinimonas	Lachnoclostridium	Lachnospira	Lachnospiraceae.unclassified	Lactobacillus	Lactococcus	Lawsonibacter	Leuconostoc	Massiliomicrobiota	Megamonas	Megasphaera	Mesorhizobium	Mogibacterium	Monoglobus	Odoribacter	Olsenella	Oscillibacter	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Peptoniphilus	Phascolarctobacterium	Porphyromonas	Prevotella	Proteobacteria.unclassified	Ralstonia	Romboutsia	Roseburia	Rothia	Ruminococcaceae.unclassified	Ruminococcus	Ruthenibacterium	Sellimonas	Sharpea	Slackia	Staphylococcus	Stoquefichus	Streptococcus	Sutterella	Tissierellia.unclassified	Turicibacter	Turicimonas	Tyzzerella	Veillonella
NS11	0	7.53829758320967e-05	0	1.49957555140525e-05	4.87463103772164e-05	0.00276200798259231	0.00126562559745556	0.00207167777120551	0	0	0	0.00251706383592073	3.42355927773651e-05	3.13253652921581e-05	0	0.275239493533111	0	0.0527997722261955	6.2246532322482e-06	0.00760931521781396	0.000590250721756626	0	0	0.00234398614020328	2.3039300924555e-05	0	0	0.000779738866904545	0.0157142987641153	0	0	0.0040341411720634	0	0	0	0.0091679441352732	0.000123927187078396	0	0.000201816192133865	1.81889217825434e-06	0.000233828694471142	0.000927392491952615	0.00787491389566527	0.0535508938561622	0.00030852453325812	0.000901847161804687	0.000301612742980754	0.00157718161767743	1.49149158616856e-05	0.00416069564784372	0.000134557601364638	0	0.000263779785673063	7.80911041863865e-05	6.91179027736651e-06	0	0	6.17614944082808e-05	0.000838792232958536	0.000565594627784734	0.00468684052527343	2.83342981545843e-05	2.55453301479277e-05	0	0	0	0.00977820267099062	0	0	0	0.005444550586908	4.607860184911e-06	0.0119015369800586	0.0633424350697933	0	0.000264062724456347	0	0	0.0173135496068889	0	0.425577116299238	0	0	0	0.00389416731399018	0	0.00419933700167508	2.1341668224851e-05	0.00347056753558784	0	5.68706954400858e-05	8.33052617640489e-05	0	0	0.000490535010562105	0.00015897117637943	0	0	0	0	0
NS13	0	0	0	2.95219715071238e-05	0	0.00448167267584929	0	0.0043737317709484	0.000109472524693732	0	0	0.170054864918409	0.000172000902736706	1.09893720136764e-05	0	0.12525984887048	0	5.88142000453206e-05	0	0.0610446979496436	0	0	0	0.0576472972156454	0	0	0	0	7.47430458909283e-05	0	0	0.0185504428640341	0	0	0	0.100018103745951	0.00727959742292717	0.0011731824708259	0	6.96504100797124e-05	0.00573430792342912	0	0.162977096693685	0.117638661943253	0	0.000476831532008058	0.00253647724843892	0.0647588759472973	0	0.00303773811614288	0.00130455715855734	0	0	0	0.0002038203039331	0.00141931377153639	0	0.00149210400219144	0	0.0447478421583096	0	0	7.95293577435748e-05	0	0	0	0	0	0	0.00217639343514061	0	0	0	0	0	0	0	0.000599399405930631	0	0	0.000310880527453098	0	0	0	0.029883586940215	0	0.0026406273943525	0.000894236216053658	0.000334658924737046	0	0.000581288001880216	0	0	0	0.00483697017729495	0	0.000446428879120048	0.000479741609614468	0	0	0
NS21	0	0	0	0	0	0.00464558795468486	3.43342646016744e-06	4.51204062171061e-05	0	0	0.00015641524883159	0.0547948302573881	0.000139215725715091	0	0	0.32515568888479	0	0.00377213721954453	0.000681340807449266	0.0286903917082881	0.00719516622788448	0	0	0	0	0	0	4.19137154665724e-05	0.000134097976840502	0.000636123228785174	0	0.00925849357636681	0	0.00400152897606251	0.00100181553760867	0.00954126539709569	0.00160525643339093	0.0006494682448379	0	2.91517340957613e-06	0.000740842735820281	0.00133906871028096	0.00346092626266444	0.183614594122512	0	0.000696046237759794	0.0310966730129992	0.0173110123040076	4.77440622857246e-05	0.00739809468800664	0.000272406759717058	8.08150850765827e-05	0	0.00136248727000456	0.000696111019391118	0.00353710946110137	0	0.00243222634805635	0.0086136248273529	0.006487783204643	0.000210184002830439	0	0	0	0	0	3.43342646016744e-06	0	0	0	0	0	0	0.010050319456039	0	0	0	0	0	0	0.000172902174003527	0	0	0	0.226858470825058	0	0	0.0191440409531334	0.00409691992818697	0	0	0	0	0.000222071432178377	0.0056292970263385	0	0	0	0	7.01585067237989e-05	0.0122024300302508
NS25	0	0	0	0	1.84839162179808e-05	0.018297126491778	0	0.0185998122303476	0	0	0	0.0128055456950158	7.81618869217631e-05	0	0	0.403008935417684	0	0.0079415588726548	0.00150541744775339	0.0282270067338811	0	0	0	0	0	0	1.63475841927871e-05	0.0772473046049775	5.12487476043765e-05	0	0	0.0107201373234226	0	0	0	0.0112503888646758	0.000521520445150291	0.000288869243406635	0	0	0.000748389617825759	0	0.0152472106528104	0.254636751918931	0	0	0.061988808546034	0.00866287280416126	0	0.00146471103427334	0.000125045086474657	0	0	0.0078953955241104	0.000372325518390835	0.000209290875468167	0	0.00447118038172863	0	0.00086259049717253	0	0	0.000166982212969221	0	0	0	0	0	0	0.0304112204616395	0.00111472411814594	0	0	0.0156486785265449	0	0.000624343034362877	1.04494501232304e-05	0	0.000986219102630482	0	0.000161896813909249	2.13168782513899e-05	0	2.64951613124574e-05	0.0012643602439106	0	4.79049235649428e-05	0	0.00171521918522758	0	0	0	0	0.000228378537693268	0.000122513997444808	0	0	8.78914860365043e-05	9.89679031671285e-05	0	0
NS27	0	0	0	3.81537315796388e-05	0.000354736211466234	0.00102961651136792	0.00929232574418364	0.000402684366555231	0	0	0	0.0582157828141792	0	7.83553880748709e-05	0	0.176444892277146	0	0.299998428440228	0	0.0117824688812244	0	0	0	0.0179082129847255	0	0	0	0.00111309171173177	0.0148650856003677	0	0	0.00440148036478529	0	0.0142975432781072	0	0.0149711324949099	0	9.62079509260204e-05	0.000219795767571385	3.69516886943993e-06	0.000295079268272866	0	0.0234935720311511	0.157967979447382	0	5.34686483397272e-05	0.000201987724827096	0.022170879656319	1.46916352640383e-05	0.00104292802331928	0.000130221312567612	0.000497868355023455	0.00144961919949197	0.000250024920129815	0	0.00222061841010596	0	0	0.0013967738326483	0.0363498213697492	0.000734759843629357	0	0	0	0	0	0.000105201012511886	0	0	0	0	0.00011900224563871	0	0.0144223331376378	0.00296606307938189	8.41430019667648e-06	0	0	0	0	2.11025306519823e-05	0	0	0.000103286647916875	0.057019705623259	0	0	0.0230365731342258	9.18895005605304e-05	0	0.000127728186583412	0.00067942135080148	0	0	0.0270603894325115	0	0	0	0	0	0.000454906451902858
NS28	0	0	0	0	6.08406065808476e-05	0.000677715328250394	0.078745852239004	0.0167410840514651	0	0	0.000408445500773071	0.014024818398868	0	0	0	0.0378399044067041	0.0298832122213401	0.0407181888174854	0.000356296409418059	0.00446626881441437	0.000599435976376685	0.0017993107962715	0	0	0	0	0	0.000140401399801956	0.00271437134799663	0	0.00113931278751992	0.00350713782330696	0	0.0521386169648683	0	0.00586989280854559	0	0	0.000100453858667828	0	0	0.000447724463812904	0.0334490734872627	0.17850182680607	0	0.00420596907636883	0.000115719725154231	0.00261040745433375	0	0.00239167098781689	0	0.000254171105514493	0.000630636287443786	0	0	0.000383095248031051	2.72445573425224e-05	0	0	0.00223583657700496	9.75009720846917e-06	0	0	0	0	0	9.30437847893915e-06	0	0	0	0.00216123440464987	0.000117224025866395	0.00974435857982647	0.0216400343225708	0.00112382406166875	2.21745067941185e-05	1.27586986327968e-05	0	0.00388248870841242	4.5909029141592e-05	0.390519362049468	0	0	0	0.0239681903914296	0	0.00601151993485375	0.0196538002341026	0.000151098649310676	0	0	0.000802237998312843	0	0	0.00260890315362158	0.000279131354368174	0	0	0	0	5.17590874666735e-05
NS29	0	0	5.82345389488359e-05	3.00098173530438e-05	0.000517947218019201	4.31117465902313e-06	0	0.000902180659504638	0	0	0.000871463540059098	0.029904463022314	0.000437887357359061	4.03499003242946e-05	0	0.0416206527360937	0	0.267788209772598	2.83257647518629e-05	0.145380758230538	0	0	0	0	0	4.86354391221047e-05	0.000410066808387552	0.00369114017232035	0.00768594870968563	0.000129705731342954	0.00843922543819385	2.73153331911544e-05	0	0.000610940602656411	9.76750508684929e-05	6.21415409835756e-05	0.00866670726356137	0.0116397337256862	0.000333274009773702	8.80759510417617e-05	0.0349738318434408	0	0.0016124466845787	0.0412681468456145	0	0.000865670399111036	0.00290185839919888	0.000114515576880302	1.06095313874397e-05	0.00371855654866757	0.0024331528792382	0	0	0	0.00120436705826054	0.0111609912522224	7.37615039317239e-05	0.0400899499647764	0	0.000233510733679745	4.35496002665384e-05	0.00103609652235054	0.000120813933608719	3.05150331333981e-05	0.000133612733377694	0	0	0	9.36670056776823e-05	0.0042723404060399	0	6.19731357234575e-06	0	1.91308375494152e-05	0	0	0.000301479096663407	0	0	0	0.000311179239646209	0	0	0.000478708792411686	0.0561571253410712	0	0.00233066143793033	0.208597398394707	0.0223475127418788	0.0263258175637525	0	1.88277080812026e-05	0	0.00127853273481655	0.00583921662723065	0	0	3.54324667288464e-05	0	4.5435739179861e-05	0
NS30	0.000515522178700294	0	0.000116950729407475	0	0.000611766532709381	0.00110868450610249	4.41455719153439e-06	0.000347243462899185	0	0	3.27237810864534e-05	0.0204801468604055	0	0	0	0.0188978434327541	1.10013568106492e-05	0.115582672148285	0	0.202574289464757	0	0	0	0	0	1.61166373659192e-06	0	0.000418682209832032	0.0105864935431495	0	0	0.0057779196041866	0	0.00015738246749502	0	0.0493928337161735	0.00186833870472828	0	0.000346577775703637	1.76932649343244e-05	0.00284710909919419	0.00922327127517007	0.0312044376530336	0.023781254626964	0	0.00190603762169725	5.04170460207777e-05	0.0570293870065007	0.000134573922005425	5.51118925578063e-05	0.000587451431987755	0	0	0.00148686490551061	0	0.00293603089405224	0	0.00194597885343018	0.00485748442975168	0.146444596221125	0.00155798832692977	0	0	0	0	0	0	0	0	0.000560263365474813	0	1.71677224115226e-06	0	4.63178143429243e-05	0	0.0015382980004088	9.00429522400269e-06	0	0	0	0.00114000684046148	0.0162601455108123	0	0.00012276673332648	0.256311713144596	0	0.000327763353387335	0.00303728542011204	5.82301115264299e-05	0.00198970399132729	0	4.5897380324683e-06	0	0	0.00301619364686359	0	0	0	0.000646802700896162	0	3.04113939861258e-05
NS32	0	0	0	2.97623353131583e-05	1.54340283744706e-05	0.000640765572036231	0.00391310208950944	0.0039117660094412	0	0	0.000786121869115201	0.00263843563268413	0	2.55237364759902e-05	0	0.0511029433106756	0.00152073554801351	0.0234352590424287	0.000257172377272522	0.015875211227348	0	0.00116096143584563	0	0	0	0	0	0.00151502265392863	0.00605230449393756	0	0	0.0984894647322316	0	0.025035836892451	6.5513995070141e-05	0.0140653755956038	0	0	8.51405505552887e-05	0	2.53394495700264e-05	0.000419436997973673	0.259991137642692	0.18165667109846	0	0.00251040230476576	0.000141762702412675	0.00938591640764374	0	0.00155008323778825	0.000288132577474446	0	0	0.0001655817850085	6.56982819761048e-05	0.000465831226550067	7.41754796504409e-06	8.18233862479398e-05	0	0.0370615250128471	0.0146061655211546	0	0	0	0	0	0	0	0	0	0.00225221634951044	6.21968307627921e-06	0.00527383053141986	0.00534537992266031	0	0.000338304687623098	0	0	0.000179126872596841	1.45125938446515e-05	0.150876150629851	8.93791493924567e-06	0	1.22090075201036e-05	0.0313157357152539	0	0.00382293972076664	0.0384729323538976	0.00189930692458971	0	0	0	0	0	0.00110724180275717	0	0	0	3.01769808515769e-05	0	0
NS34	0	0	0.00107822814949502	0	0	0	0.011659592561824	0.0130587150179655	0.00264312510584744	0.000100816682277882	0.00013900346290978	0.000490921730843364	0.00139760035703073	9.26689752731866e-06	0.000735576779088758	0.59923645241137	0	0.032279827356356	0	0.0873169614263824	0	0.00138358809168749	0	0	0	0	0	0.00170528821551025	0.0092918330921627	0.00959217906081381	0	0.00119695188013487	0	0.000706522593121464	0.000109904509321581	0.0025572160413309	0.00266416588767276	0.00778132879520976	5.94066329408302e-05	2.6099522987569e-05	0.00233561631785154	0.0166812213663499	0.0276504524461991	0.00611771923476199	0	0.0189035308356911	0.00207386003842047	0.00021824215191149	0.000672230595508294	6.05258234634533e-05	0.00216388772406026	0	0	0.00181138747705492	0.00163845015749921	0.00658312342168955	0.00046804547656095	0.0136769110950415	0	0.00185790103517513	0	0	0.000118634195398041	0	0	0	0	0	0	0.00121709730954209	0.00974358315471426	0	0	0.0519769090402077	0	0	0.00098394753986926	0.00973709184968304	0.0103197872033815	0.00286933589428001	0.00214320508320219	0.00040528127205225	0	0	0.000691435904876506	0	0.00558328337639904	0.00595655579950427	0.00404618711262857	0	0	0	0	0	0.000282125546942812	0	0.000243759695827295	0.00291517793808665	3.09344260453004e-05	0.000601990198308473	0
