feature	Absiella	Acidaminococcus	Actinomyces	Adlercreutzia	Aeriscardovia	Agathobaculum	Akkermansia	Alistipes	Anaerococcus	Anaerofustis	Anaeromassilibacillus	Anaerostipes	Anaerotruncus	Asaccharobacter	Atopobium	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricimonas	Campylobacter	Catabacter	Catenibacterium	Christensenella	Clostridiales.Family.XIII.Incertae.Sedis.unclassified	Clostridiales.unclassified	Clostridium	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Denitrobacterium	Dialister	Dielma	Dorea	Eggerthella	Eisenbergiella	Enorma	Enterorhabdus	Erysipelatoclostridium	Escherichia	Eubacterium	Faecalibacterium	Faecalitalea	Firmicutes.unclassified	Flavonifractor	Fusicatenibacter	Gemella	Gemmiger	Gordonibacter	Haemophilus	Holdemanella	Holdemania	Hungatella	Intestinibacter	Intestinimonas	Lachnoclostridium	Lachnospira	Lachnospiraceae.unclassified	Lactobacillus	Lactococcus	Lawsonibacter	Leuconostoc	Massiliomicrobiota	Megamonas	Megasphaera	Mesorhizobium	Mogibacterium	Monoglobus	Odoribacter	Olsenella	Oscillibacter	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Peptoniphilus	Phascolarctobacterium	Porphyromonas	Prevotella	Proteobacteria.unclassified	Ralstonia	Romboutsia	Roseburia	Rothia	Ruminococcaceae.unclassified	Ruminococcus	Ruthenibacterium	Sellimonas	Sharpea	Slackia	Staphylococcus	Stoquefichus	Streptococcus	Sutterella	Tissierellia.unclassified	Turicibacter	Turicimonas	Tyzzerella	Veillonella
NS36	0	0	0	0.000776299453515978	1.63405323228891e-05	0.000147561463620984	0.224452111636331	0.0726295934589793	0	0	0.00255026538961516	0.00621963374062648	0.00116236315487105	0.000468412037498989	0	0.174581750665032	0.0195559914796789	0.0344730598014312	0.000351147609491873	0.00810793373571439	0.00165188378275675	0	0.000416807742412418	0	0	0	0.000194497035186729	0.0130404401354665	0.024810540467825	0.00147034990543103	0	0	0	0	0.000219281003664302	0.00631926628725176	0.000796762369373213	5.38889895754854e-05	0.000309923774148414	3.97338171985146e-05	0.00022042335090876	0	0.0788660644046436	0.0113729608294593	0	0.00627446640836043	0.0132314604616483	0.0379150017162526	9.38214758599925e-05	0.0113007942839725	0.000153918874372746	0	0	0.00026641524431604	0.000451773501547111	0.00101614270758051	0.0083511543642408	0.00243399430703801	0	0.00930173627344376	2.25986085316552e-05	0	0.000483113549862439	0	3.69027827231204e-05	0	0	0	0	0.0643946605100441	0.0039428860151516	1.01321233856212e-05	0.00610733603976918	0.0338757611943946	0	0	0	7.75802780800997e-05	0.0130703398329084	4.71839079232361e-05	6.86898364819321e-05	0	0	9.9533212082279e-05	0.000718089411320155	0	0.00228007543266526	0.0775558914497941	0.0174172691016974	0.00221774300693509	0	0	2.83600120254398e-05	8.58250451487915e-05	0.00103407259259134	0	2.72673320524806e-05	0.000296215607214926	0	3.65054445511353e-05	0
NS38	0	0	0	0.000783405922020742	0.000235787136877803	0.000418841653209082	0.141486676517111	0.026515379984874	0	0	0.00243728627402187	0.0409052765552103	6.60035463565024e-05	0.0012714108658268	0	0.217433727348759	0.0120294271896273	0.31074062368717	0	0.000819778089055496	0.000790778658581841	0	0.000134745537721413	0	0.000230661329554373	0	0	9.13517168189464e-05	0.0238154838561996	0.00778041378465809	0	0.0177097345189911	0	0.0122941435404401	0.00023684038495796	0.00514666163541762	0.000213036978346413	4.41662028279149e-05	0.000236068003032512	5.26624040078477e-05	0.00189486351274104	0.00178364051547646	0.0188862828410651	0.0509874586942434	0	0.00815852984543444	0.00053069659932175	0.00626956452194228	0	0.0011479701908324	0.00118722123595292	3.87595293497759e-05	0	0	0	0.000462095041034194	0	0.00228231837316144	0.000924681597839128	0.0130810602893947	0.00446535056063342	0	9.37390791339689e-05	0	0	0	0	0	0	0.00265924075278028	0.00483911319601178	6.45992155829598e-06	0.00432751549521021	0.022524903875314	0	1.60795873570628e-05	0	0	0	0	1.10942131109866e-05	0	0	2.45757885369956e-05	0.00594502368017659	0	0.00230661329554373	0.0176176806367854	0.00317842183975898	0	0	0	0	0	0.00042867196862388	0	0	0	0	0	0
NS39	0	0	0	0	0.000106681552712971	0.00159862206663884	0.00386620552081038	0.0413721269224258	0	0	0.000410213587777176	0.00217266089061783	0	0	0	0.120107416114249	0.00711729081296197	0.128003001894798	0.000180087668017816	0.0149338161557603	1.35103279702168e-05	0	1.64125465712264e-05	0	0.000128698383479251	0	0	0.000114987902502068	0.0137418049227732	0.000252042674022156	0.000433131107074803	0.0449116827358674	0	0.00429383242019362	6.90527874033305e-06	0.0243991519316942	0	0	0.000193848187246741	0	0	5.84947162858647e-05	0.0631762450805518	0.379661732411342	0	0.00475553536901284	0.000561429184540122	0.00828868628623151	0	0.0145617817540619	2.53193553812212e-05	0.000769688388288427	0.000404158959316449	3.88797216031796e-05	0	0.000512641889092116	0	5.06887490141839e-05	0	0.0155695521441366	0	0	0	0	0	0.00159016560209452	0	0	0	0	0.00596596067864079	4.02807926519428e-05	0.00182149243989568	0.00713865714645561	0	0	0.00076328349206551	0	0.00258477593196119	0	0.0403591025159183	0	0	9.90757384482568e-06	0.00364593713664411	0	0.0010559572265018	0.0309851365876644	0.00098985669595122	0	0	0.00245692819876154	0	0	0.00267979857201838	0	0	3.31753609046436e-05	0	0	0.00107061843426207
NS4	0	0	0	0	5.3215092941608e-05	0.00378328618112974	0	0.00673237930905541	0	0	0	0.0672995415331696	0	0	0	0.255097031086303	0	0.0753482486895621	8.68906066715127e-06	0.0120608484975814	0	0	0	0	0	0	0	9.12135224263143e-06	0.00631361845988777	0	0	8.64583150960325e-05	0	0.000217399433308974	0	0.00384173200213466	0.000157786425050259	0	3.37187428874527e-05	0	0.000406181164321161	0.00660178402410285	0.131528775380649	0.158897587315874	0	0.000495060312239882	0.000595611332696568	0.00695609019936639	0	0.000163492673846597	3.00010353383233e-05	0.00245468125304901	0	3.59234299224015e-05	0	7.54348799212883e-05	0	0	0.00508482965658541	0.0974003497671137	0.00383580960755058	0	0	0	0	0	0	0	0	0	0.00112815132453058	0	0.00324132223295026	0.00279658066009627	0	0	5.34312387293481e-05	0	0	0	0.000309563997201344	0	0	0	0.118157002680424	0	0	0.0218470219541438	0	0.000202615061427552	0	0	0	3.01307228109673e-05	0.00350705186439791	0.00240120678516211	0	8.64583150960325e-05	0	0	0.000634776949435071
NS40	0	0	0	6.4091800959564e-05	0.000322463297080849	0.00607888183813281	0	0.0322172674699809	0	0	0.00332853730484457	0.00665821341212267	2.16372462372373e-05	3.48473544662875e-05	0	0.047594061209082	0.0100429164529894	0.155996118232473	0	0.022806978544871	0	0	0.000210131825036581	0	0	0	0	0.00216158367514868	0.0348081341104764	0	0	0.0286580998962961	0	0	0.000744412374755647	0.0725199411138927	0	0	0.000696992641423091	0	0.000797480568158556	0.000178609773676226	0.0215260991197239	0.176783089020733	0	0.034319815626975	0.00190380435629284	0.0187901034970983	0	0.0056556117496351	0.00058661990956451	0	0.00156312022027537	0.000410151084463337	6.50939471010782e-05	0.000410059980268654	0	0.00051883838872028	0	0.0702659777853354	0.0323005822560186	0	0.000451785701433515	3.43462813955304e-05	0	0.00221223760739249	0.0176464269891439	0	0	0.0502700647195089	0.000757850243471405	0.00071425688631554	0.00108509651077312	0.0164691785854489	0.00074272694715401	0	0	7.5798689976343e-05	0.00279056703524083	0.000117114442265131	0.0328643350127177	0	0	0	0.0656186617103555	0	0.00355529564541081	0.00158525853958336	0.00564390486061833	0	0	0.00497916310411305	0	0	0.00129559275258843	4.99706507836828e-05	0	0	0	0	0
NS41	0	0	0	0	1.7791344956071e-05	0.00161640818592681	0.000937903241076813	0.0461950933174297	0	0	0	0.000491391593246337	0	0	0	0.0959069343750543	0.0128853146539301	0.00855970568491153	0	0.00207019700494999	0.000309097237950891	0.000112394570461198	4.69730448224582e-06	0.00336499803321671	0	0	0	0.00127958955002111	0.00297921060654273	0	0	0.0504791080203334	0	0	0	0.00649031184601292	0	0	6.10892966343886e-05	0	0	0	0.00318618406414386	0.136270944806088	0	0.0226998090947311	0.000385495366291666	0.00214450203388416	0	0.00089309631075653	1.85945110074394e-05	0	0.000462891367605354	5.62946386913709e-05	0	0	0.00013590543123762	0.000280085906640854	0.00612341099072869	0.0979549347909483	0.00432619308978321	0	3.42927565569138e-05	0	0	0.000726792261392874	0.00154551052811965	0	0	0.00143450324447445	0.00226709437936122	3.2491717532633e-05	0.00242731383742663	0.027086117946541	0.00080409090924579	1.83998040858955e-05	0	0	0.0026854952153938	2.64071262343871e-05	0.409142521913169	0	0	2.40949815410537e-06	0.03688649613553	0	0.00244050523136123	0.00175360355051966	0.000963799261642148	0	3.43901100176857e-05	0.000231993297019519	0	0	0.000435096954554966	0.000321096051991032	0	0	0	0	0
NS46	0	0	9.78391772970415e-06	0.00396593982796419	0.000120023033539793	0.000234290821356231	0.00123591285888274	0.00145916407253326	1.11965689527096e-05	0	0.00162104343860654	0.00386182220078713	9.61649239957018e-05	0.00657249061607185	0	0.137797063548063	0	0.0840874885248248	2.03003212787444e-05	0.0334770610031979	0.00150897310824811	0.00014963638880724	0	0	0.00129759862895397	0	0	0.00235133180048468	5.27389789922021e-05	0.00880845590001108	0	0.103998702872255	3.32234639484606e-05	0.00244236932374502	9.09328824290151e-05	0.0383670840126703	0.00347193046323764	0.000106105802972407	2.51661199357631e-05	0.000366452191330737	0.00312133135785396	0.00118751647439088	0.205379710707865	0.0526106370125712	0	0.00760503401925747	0.00106697023669442	0.011994036728304	4.18040121178268e-05	0.00343640490099983	0.00211620385247777	0	0	0.0003391932547683	1.1405850615377e-05	0.000974206139717066	0	0.000478417880857833	0.000141369763131875	0.0756486240410845	0.00085355526118927	0	2.33349053874227e-05	0	0	0	0	0	2.68926936527697e-05	0.0026000107361493	0.00183576642450337	0	0.000777586017640979	0.00401632438825139	0	0.000232982810964559	0	0.000351174629956012	0	0.000179877589062689	0.00620881140677145	0	0	0.000131847447480505	0.0253607518820438	0	0.0012713337802892	0.136348258917832	0.00995270339064547	0	0	1.30277835010499e-05	0.000297650844728807	3.45314743401323e-06	0	0	0	0.00572134209400325	0	0	0
NS51	0	0	2.65560402681779e-05	0	0.000197756438756315	0.00576985299910057	0	4.89319630867352e-05	6.80805893449237e-05	0	0	0.0897439250829515	0	0	0.000103980421559312	0.0158064072041128	0.000356600901841898	0.111641347398158	0	0.105755588348304	0	1.85646392615503e-05	0	0	0	0	0	0.0419200312181007	0.042723351436213	0	0	0.00566236865556143	0	0	0	0.0153055615141012	4.88397546135818e-05	0	0.000437436996639708	2.61257340601287e-06	0.00234888790895188	0.00521672510481107	0.0443086302428239	0.12097853107046	0	0.000710589230277783	0.0005598591128297	0.095588497681464	0.000308068508805494	0.0319418449765946	1.49377726508501e-05	2.82772651003746e-05	0	0.000317289356120834	0	0.00373797782085006	0	0.000686430610311594	0	0.114197735107863	0.00241724512371626	0	0	0	0	0	0	0.000412048930364807	0	0.00111993337876342	0	1.86568477347037e-05	3.54080536909039e-05	0.000687537111989434	2.01629194628758e-05	0	0	0.00153929751466507	1.36468540267025e-05	0.000541909196722505	0.000368188433301508	0	0.00128609304738584	0.000577102097309384	0.0447390901316617	3.96189072982423e-05	0.000732319693784267	0.0736336294874829	0.000101982571307655	0.00040292029152262	0	0.0035415123007179	0	0	0.0105467129508122	0	9.65730075493228e-05	0.000269955673235424	0	0	0.000276379530198444
NS55	0.000138771826884222	0	2.24367222626254e-05	0.00063606475004815	5.93803481087779e-05	0.00589959851328028	0.00014856748525252	5.24767412587393e-05	0	0	0	0.0445544792303822	0	0.000537081954536111	0	0.0542839002897136	0	0.043175297178118	0	0.0975773517661502	0	0	0	0	6.19925236736574e-05	0	0	0.00160098374531773	0.017567393779729	0	0	0.00731814978298652	0	0.000642781772929269	0.000125757595052054	0.0404618531641073	0.00337619027161448	0	0.000203656402076138	0.000117827776372956	0.0076123927019733	0.000524627474610703	0.0984973973168945	0.156267572419885	0	0.00044183083840247	0.000663212717526005	0.070073288783612	0	0.00417626233034328	0.00139410876977773	0	0	0.00180492002334725	5.73745704428883e-05	0.000500698080596718	0	2.4629083897435e-05	0	0.0587493211258906	0	0.000169604827748245	0	0	0	0	0	0	0	0.00168186789584454	0.000566515575633235	0	0	0	0	0	0	0	0	0	2.38361020295251e-05	0	0	0.000760842779263375	0.121676164023915	0	9.72102478073002e-05	0.14741952738374	0.000905305417199655	0	0.000258325504969687	0	0	9.58108680404005e-05	0.00679851342954442	0	0	0.00019684608721056	0	0	0
NS58	0	0	0.00125702672095553	0	8.61476378579174e-05	0.00121438405746306	0	1.09040600711345e-05	0	0	0	0.0851204865258085	0	0	1.02920975161219e-05	0.000780808587236597	0	0.0696125208873947	0	0.103402367160176	0	0	0	0	0	3.25174648549905e-05	0	0.000406649117805907	0.0214018326387002	0	0	0.0111393874900167	0	0	0	0.0506684967685039	7.25175627689993e-05	0	0.000197997703026366	0	0.00226320442731543	0	0.0183505873394071	0.0114006955010071	0	0	0.000136745814565554	0.187460125076245	0.00122840356326881	0.0120154397039971	2.81224610508087e-05	0.000123254821875503	0	0	0	0.000725481608967499	0	0	0	0.260118800847134	0	0	0	1.50208990775833e-06	0	0	0	0	0	0	0	8.70655816904364e-06	0	3.13213562247385e-05	0	0	0	0	0.000233602797136193	0	0.00554343498810234	0	0.00104692884922778	0.0010572209467439	0.114112268202492	7.19334166937599e-05	0	0	0.000183366234665609	0	1.69124197021678e-05	0.00225630594033165	0	0	0.0177814899797251	0	0	0.0182835774396332	0	0	0.000106231136254242
