feature	Absiella	Acidaminococcus	Actinomyces	Adlercreutzia	Aeriscardovia	Agathobaculum	Akkermansia	Alistipes	Anaerococcus	Anaerofustis	Anaeromassilibacillus	Anaerostipes	Anaerotruncus	Asaccharobacter	Atopobium	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricimonas	Campylobacter	Catabacter	Catenibacterium	Christensenella	Clostridiales.Family.XIII.Incertae.Sedis.unclassified	Clostridiales.unclassified	Clostridium	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Denitrobacterium	Dialister	Dielma	Dorea	Eggerthella	Eisenbergiella	Enorma	Enterorhabdus	Erysipelatoclostridium	Escherichia	Eubacterium	Faecalibacterium	Faecalitalea	Firmicutes.unclassified	Flavonifractor	Fusicatenibacter	Gemella	Gemmiger	Gordonibacter	Haemophilus	Holdemanella	Holdemania	Hungatella	Intestinibacter	Intestinimonas	Lachnoclostridium	Lachnospira	Lachnospiraceae.unclassified	Lactobacillus	Lactococcus	Lawsonibacter	Leuconostoc	Massiliomicrobiota	Megamonas	Megasphaera	Mesorhizobium	Mogibacterium	Monoglobus	Odoribacter	Olsenella	Oscillibacter	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Peptoniphilus	Phascolarctobacterium	Porphyromonas	Prevotella	Proteobacteria.unclassified	Ralstonia	Romboutsia	Roseburia	Rothia	Ruminococcaceae.unclassified	Ruminococcus	Ruthenibacterium	Sellimonas	Sharpea	Slackia	Staphylococcus	Stoquefichus	Streptococcus	Sutterella	Tissierellia.unclassified	Turicibacter	Turicimonas	Tyzzerella	Veillonella
NS36	0	0	0	0.0278657570686273	0.00404235343927235	0.0121477867251925	0.493559736242422	0.272872518252679	0	0	0.0505216418415369	0.0789466357753563	0.0341000556740471	0.0216445187608261	0	0.431055309868321	0.140302590684473	0.186752882163225	0.0187400298489341	0.0901661901818855	0.0406545711856735	0	0.0204172883815097	0	0	0	0.0139466715094971	0.114444406001842	0.15817233415743	0.0383545448940858	0	0	0	0	0.0148086810213436	0.0795777756307283	0.0282307291693282	0.0073409779737471	0.0176055615367323	0.00630351834045163	0.014847206750682	0	0.284659869299095	0.106847269590576	0	0.0792945992928682	0.115283272826187	0.195969682882485	0.00968630012766821	0.106506441351077	0.0124067228560851	0	0	0.0163229564327591	0.0212565648928294	0.0318823944557199	0.0915123255375287	0.0493555635229542	0	0.0965956571358375	0.00475381728362335	0	0.0219816143511322	0	0.00607480342649146	0	0	0	0	0.256566590202665	0.0628337413886146	0.00318310502587975	0.0782292137369645	0.185109018900789	0	0	0	0.00880808063066502	0.114576108967403	0.00686910838820929	0.00828802807090429	0	0	0.0099767988124628	0.0268003985289983	0	0.0477682997155285	0.282220078263268	0.132360641812548	0.0471103429217101	0	0	0.00532543708311868	0.0092643132812949	0.0321625438153409	0	0.00522183683121983	0.0172117651544447	0	0.00604201032567898	0
NS38	0	0	0	0.0279930452520768	0.0153559653251291	0.020467050163257	0.385634535303889	0.16356376991901	0	0	0.0493889559866827	0.20365539826601	0.0081243460391386	0.0356644088697343	0	0.485101210552526	0.109899839741341	0.591300438255183	0	0.0286356805242514	0.0281244944873028	0	0.0116082552640938	0	0.0151881225508426	0	0	0.00955795473239632	0.154941865538666	0.0883214369006734	0	0.133473886022442	0	0.111107418795022	0.015390226934956	0.0718019172923526	0.0145963046116782	0.00664581470258203	0.0153651092220544	0.00725695035650272	0.043543788990418	0.0422457333141594	0.137863673316671	0.227768300884586	0	0.0904478529270762	0.0230388911523359	0.079263553987488	0	0.0338881946774881	0.0344628983849478	0.00622575538606893	0	0	0	0.0214980519084113	0	0.0477918069914212	0.0304132660281561	0.114623294503723	0.0668731103415429	0	0.00968204566635567	0	0	0	0	0	0	0.0515907093258231	0.0696199617668823	0.00254164031061427	0.0658313937762729	0.150652212964733	0	0.00400994682535548	0	0	0	0	0.00333080382766946	0	0	0.00495741766071427	0.077180582271874	0	0.048045696673238	0.133124471099076	0.0564074021290575	0	0	0	0	0	0.0207058744285446	0	0	0	0	0	0
NS39	0	0	0	0	0.0103288598877157	0.0399934326840646	0.0622189547910154	0.204830691467964	0	0	0.020255115200398	0.0466287057676207	0	0	0	0.353906849083414	0.0844644332160554	0.365884162074817	0.0134200774803641	0.122510218413321	0.00367564808076651	0	0.00405125120951219	0	0.0113447743454662	0	0	0.0107234467489836	0.117495600341028	0.0158765188891925	0.0208133047762659	0.213543019016926	0	0.0655743257580505	0.0026277927305408	0.156844556677844	0	0	0.0139233873123047	0	0	0.0076482584204113	0.254073593921122	0.663866755997447	0	0.0690151644158122	0.023696714615916	0.0911684640553895	0	0.120967010837436	0.00503185543055698	0.0277468186067612	0.0201050595425797	0.00623540098880674	0	0.0226435313857979	0	0.00711966329871693	0	0.125104090903144	0	0	0	0	0	0.0398874565898398	0	0	0	0	0.0773166398851174	0.00634675771642348	0.0426919132909546	0.0845914234836258	0	0	0.0276311015293175	0	0.0508626191749226	0	0.202272227628252	0	0	0.00314763507494199	0.0604183475892219	0	0.032501217174974	0.176947899396507	0.0314671809018522	0	0	0.0495877303875574	0	0	0.0517899196043858	0	0	0.00575983747855139	0	0	0.0327261474540802
NS4	0	0	0	0	0.00729493227638921	0.0615472738328149	0	0.082143423980797	0	0	0	0.262423200796997	0	0	0	0.529464589580378	0	0.278065899053012	0.00294772553570709	0.110043858782928	0	0	0	0	0	0	0	0.00302016224328902	0.0795421312472459	0	0	0.00929843034554844	0	0.0147450055716188	0	0.0620214619464855	0.012561637019142	0	0.00580681684564003	0	0.0201553013030597	0.0813410305125306	0.371130247211344	0.410011202791191	0	0.0222517870905032	0.0244075730302645	0.0835001758641767	0	0.0127867738141823	0.00547734747517729	0.0495650317595717	0	0.00599365164944675	0	0.0086854347504682	0	0	0.0713685617298775	0.317392424591678	0.0619735761774229	0	0	0	0	0	0	0	0	0	0.0335942825757247	0	0.0569634124348567	0.0529073861560106	0	0	0.00730973257984801	0	0	0	0.0175953387510929	0	0	0	0.350896408242772	0	0	0.148350934003511	0	0.0142347724672435	0	0	0	0.00548917347475764	0.0592550365317323	0.0490217419276261	0	0.00929843034554844	0	0	0.0251974464748014
NS40	0	0	0	0.00800582102343998	0.0179582283063334	0.0780463934520114	0	0.1804697273257	0	0	0.0577255309929514	0.0816886980015577	0.0046516021214036	0.00590319906941835	0	0.219929305205945	0.100382855893881	0.406028054246692	0	0.151599818888938	0	0	0.0144964321523471	0	0	0	0	0.0465096006702894	0.187669050285922	0	0	0.170106217078107	0	0	0.0272873077587639	0.272661190916717	0	0	0.0264036860032718	0	0.028243453225871	0.0133648946313238	0.147249295252949	0.433947636234044	0	0.18633244792238	0.0436464631043838	0.137509951192757	0	0.075274869700775	0.024222606240976	0	0.0395466224627218	0.0202535718175858	0.00806816952954205	0.0202513219879351	0	0.0227799943952934	0	0.268284094764146	0.180705496837605	0	0.0212568519448492	0.00586060360586537	0	0.0470517891968105	0.133233681560395	0	0	0.226132186446762	0.0275325583001794	0.0267287673757163	0.0329467633647343	0.128687188589567	0.0272563919316917	0	0	0.00870635430021674	0.0528504177868627	0.0108221538744181	0.182293179689662	0	0	0	0.259048998826939	0	0.0596616881143193	0.0398258324468849	0.075196774034016	0	0	0.070621874386767	0	0	0.0360021202114971	0.0070690510792595	0	0	0	0	0
NS41	0	0	0	0	0.00421799128350497	0.0402154182206279	0.030629995244346	0.216620603002149	0	0	0	0.0221691700997817	0	0	0	0.3148653537726	0.113758700516346	0.0926511772759923	0	0.045515131068969	0.0175820672913098	0.0106018291610514	0.002167328271664	0.0580411855979799	0	0	0	0.0357789841378301	0.0546092838420836	0	0	0.226610072739662	0	0	0	0.0806498731344794	0	0	0.0078160437973637	0	0	0	0.0564763113987302	0.378093122737025	0	0.151240470149222	0.0196352976050205	0.0463253359685455	0	0.0298891671202651	0.0043121486825629	0	0.021516570545726	0.00750304572058595	0	0	0.0116581125593296	0.0167365486262679	0.0783323093710094	0.318326453052175	0.065821320051151	0	0.00585603522545765	0	0	0.02696235162851	0.0393231151613096	0	0	0.0378838976734289	0.0476320238166142	0.00570018152716508	0.0492877300622503	0.16533077770232	0.0283602983490908	0.00428951243592242	0	0	0.0518449865076117	0.0051388090724505	0.694033082069873	0	0	0.00155225645089172	0.193259342964548	0	0.0494215861221381	0.0418882985102233	0.0310501055914623	0	0.0058643417577314	0.0152319151631113	0	0	0.0208604907018556	0.0179201123164989	0	0	0	0	0
NS46	0	0	0.00312793056799849	0.0630174090138799	0.0109557215960453	0.0153071591433307	0.035162797883027	0.0382083020468186	0.00334613370035895	0	0.0402730694628788	0.06218362878419	0.00980652878025718	0.0811599686746058	0	0.380312079613073	0	0.294204296853483	0.00450560302822087	0.184003937888483	0.038855279173115	0.01223290043636	0	0	0.0360299912817489	0	0	0.0485095561255564	0.00726222460073926	0.0939917073875207	0	0.328357057744517	0.00576401178762088	0.0494404723601339	0.00953601797532547	0.197149833357313	0.0589572389157352	0.0103009492765764	0.00501660553061472	0.0191441103863318	0.0558979815807641	0.0344671849366327	0.470338867900665	0.231430466980821	0	0.0873177613459215	0.0326703218218812	0.109737405481044	0.00646564727277617	0.0586544834100099	0.0460184562158993	0	0	0.0184182412948576	0.00337726131356709	0.0312173455532947	0	0.0218745101633635	0.0118901818925326	0.278634374481091	0.0292198258721383	0	0.00483064042292719	0	0	0	0	0	0.00518583982866337	0.0510124221928862	0.0428589648937697	0	0.0278888445070485	0.0634169763516572	0	0.0152643672281746	0	0.0187407509329415	0	0.0134122472171213	0.078877778286276	0	0	0.0114827367152235	0.159931513607036	0	0.0356633272296233	0.37820578708526	0.0999294679035943	0	0	0.00360940993457712	0.0172534165146003	0.00185826569918377	0	0	0	0.0757118667260845	0	0	0
NS51	0	0	0.00515327811649364	0	0.0140630535802533	0.0760327846568165	0	0.00699519558124728	0.00825118987721807	0	0	0.304244967730705	0	0	0.0101972557943405	0.126057119274545	0.0188850019320397	0.340679631816149	0	0.331224107752232	0	0.00430868357443795	0	0	0	0	0	0.20620197409382	0.20819710834401	0	0	0.07531990787217	0	0	0	0.124033431025947	0.00698860141526926	0	0.0209165196730549	0.00161634639888731	0.0484843202263376	0.0722898460066164	0.21208245584234	0.355244577245683	0	0.0266600376302342	0.0236635505531201	0.314324245426364	0.0175527818138995	0.179688214010053	0.00386495110324308	0.00531766223438159	0	0.0178135599842497	0	0.0611771576740346	0	0.0262028191262794	0	0.344718290440253	0.0491853162022248	0	0	0	0	0	0	0.0203003826953831	0	0.0334716553557592	0	0.00431937075994262	0.00595050179471317	0.0262239344661874	0.00449032905016698	0	0	0.0392439546425967	0.00369417326421343	0.0232810462297072	0.019189414523406	0	0.035869830930522	0.0240252606042381	0.21312596820153	0.0062943967565264	0.0270647100054989	0.274800754018668	0.0100988137081135	0.0200742227265434	0	0.0595457889795658	0	0	0.102878572368207	0	0.0098273148159292	0.0164310671824853	0	0	0.0166254321999106
NS55	0.0117804179283252	0	0.00473675944785061	0.0252229985384622	0.00770594079187711	0.0768845687435723	0.0121891280766143	0.00724414654880445	0	0	0	0.212679026895757	0	0.0231771036678404	0	0.235150201665043	0	0.209311690611046	0	0.317690787240689	0	0	0	0	0.00787361446480228	0	0	0.0400229791316866	0.13293321533126	0	0	0.0856508701664928	0	0.0253558581587182	0.0112144044453207	0.202533122125118	0.0581377388766637	0	0.0142713078898898	0.0108550635400608	0.0873601035062122	0.0229067510780559	0.31923778736794	0.406401978419625	0	0.0210213207300841	0.0257557641401837	0.267906913108315	0	0.0646690732630238	0.0373464469303347	0	0	0.0424971408683415	0.0075746727821676	0.0223781516016993	0	0.00496279015245949	0	0.244820923863625	0	0.0130236099916607	0	0	0	0	0	0	0	0.0410220871694514	0.0238038355718973	0	0	0	0	0	0	0	0	0	0.00488224245798172	0	0	0.0275868776446345	0.356312904974042	0	0.00985968548761641	0.394073109275697	0.030092835390085	0	0.0160731998076614	0	0	0.00978845892386779	0.0825468117627557	0	0	0.014030645198781	0	0	0
NS58	0	0	0.0354620047338604	0	0.00928170845139801	0.0348550706828251	0	0.00330213562777288	0	0	0	0.29606026909685	0	0	0.00320813541257318	0.0279465899993155	0	0.267003027477325	0	0.327379045762247	0	0	0	0	0	0.00570243959397585	0	0.0201669098012567	0.146820568033938	0	0	0.105740233497687	0	0	0	0.227042219192625	0.00851582736844179	0	0.0140716300442868	0	0.0475911111021814	0	0.135882107203942	0.106977970476569	0	0	0.011694103136173	0.447781314056212	0.0350557682105958	0.109835668573441	0.0053030863352424	0.0111022468953563	0	0	0	0.0269380236481783	0	0	0	0.535206218473265	0	0	0	0.00122559808250923	0	0	0	0	0	0	0	0.00295069202683247	0	0.00559657781499728	0	0	0	0	0.0152846651743421	0	0.0745232084947431	0	0.0323619283526657	0.0325206661832961	0.344583908270354	0.00848145869325633	0	0	0.013541692785141	0	0.00411248283234608	0.0475184696464192	0	0	0.133745634862102	0	0	0.135632247980543	0	0	0.0103070314907907
NS6	0	0	0	0.00122152247016686	0	0.0630462764619186	0.00293317308706736	0.225569906770054	0.0147892567114754	0	0	0.274802207815904	0.00741960789424254	0.00125990424851183	0	0.668663191546983	0	0.00395217444196689	0	0.216798938264071	0	0	0	0	0	0	0	0	0.0977492795425074	0.0175647048419308	0	0.104081390556717	0	0.00862285832508079	0.0218290007491747	0.211977572335864	0.0556557334762206	0.00497305133473744	0.0107160563759701	0.00553500856887695	0.0252869292103931	0	0.313741263519101	0.326855689541746	0	0.0430175353225475	0.0332642567426722	0.223661596766731	0.012571621854643	0.00704651517843731	0.0243730064331497	0.006704822791895	0	0.0168994931442399	0.11400881913076	0.0261756544702503	0	0.0242475892842811	0	0.0811420680048223	0.00821366098864616	0	0	0	0	0	0	0	0	0	0.0740236213799453	0	0.0425677760883757	0.196290892777319	0	0.0195423495209894	0	0.0379772059802406	0	0.0280035894788473	0.057155774568501	0.00523734616823042	0	0.00923446203107967	0.17712954256712	0	0	0.11930339505606	0.035628298558475	0	0.00298680059399943	0	0	0	0.0409099951496093	0	0.0136481551352425	0	0.00366024047010584	0	0
NS62	0	0	0.00333136495836748	0.0412215582349869	0.00377640085912817	0.020257311063485	0.101961275574305	0.0835067464655656	0	0.0142193301659326	0.0126762629582741	0.288667308697956	0.00831963682156062	0.059653716819402	0	0.0994805332363522	0	0.211394292141529	0	0.368020402154974	0	0	0	0	0.0158695549120841	0	0	0.0345948604127281	0.00383975620859309	0	0.0188176506108936	0.277400038403883	0	0	0	0.159725917498516	0.0222060550174282	0.00916008453327791	0	0.0133640004273852	0.0584557384846197	0	0.204719387585821	0.174302763555477	0	0.0628486815719603	0.0107340295076797	0.241804989560001	0.00377640085912817	0	0.038327180508791	0	0	0.0275914381450777	0.0113459701099952	0.0537149191997447	0	0.017409955847332	0.057778014955908	0.466903977987675	0.0247822265458983	0.0143842957244755	0	0	0	0	0	0	0	0.0425460371714413	0.00976357834669586	0	0	0.0422751848176239	0	0	0	0	0.00174813064537997	0	0	0	0	0.00774214815218441	0.0958970444113307	0	0.217549583499311	0.460090012607026	0.0272648424720051	0	0	0	0	0	0.0581825444397897	0	0	0	0	0	0
